mlo mup
1.0412130123603136 1.911413808862591
1.1415573894249857 2.1926068401911354
1.050840228818379 2.0118287692875585
1.142173526044782 2.1592801412175078
1.1709980293652889 2.170498666894029
1.1402174279145114 2.1182933975265015
1.0782223986403614 1.9867709125051307
1.0788825663764983 1.9431061153894327
1.0816061552440206 1.9234103837273695
1.080364189746832 1.9747661548246274
1.1375443783423123 2.1070061990972047
1.1147042299322183 2.070401709198627
1.108610035056303 2.0554081133213433
1.0881160078880985 1.9607299414659007
1.1416803028279534 2.097465449065232
1.1829219734058274 2.024624226473939
1.0916311863005441 1.9689754375442707
1.184229170867925 1.923477871120208
1.1052550902608702 2.025630120968086
1.1824754165689728 2.0212277934307945
1.0940216375010912 1.9691769400550327
1.1210408788625164 2.048292780210288
1.1021910163005784 1.9099431853949915
1.1408485480799386 2.0780233783806157
1.1127217120327055 2.0249797211931537
1.109166656347615 2.0153608526695472
1.1086504729492077 2.0136596127393394
1.1021995520241128 1.9878553697367378
1.1564163530110596 2.09411954876638
1.1073114119005676 1.90983168866084
1.1281705073972383 2.0495194341419967
1.115399166877419 2.022712180146637
1.1202413575662686 2.033461085133155
1.1038032394191584 1.9687120520121073
1.1053380491132592 1.9742254638963683
1.1825444955468531 1.9839817613755075
1.142373761873007 2.0684300130770485
1.107948567301355 1.9902369656328838
1.142618094787755 2.066443936011715
1.1088410924514127 1.9161192562593359
1.1089996421439952 1.9856423598425623
1.135971313044501 2.0540378914889623
1.1544519568776226 2.0802519466374902
1.1166209858954501 2.011287252152013
1.153912318838777 2.0782772035421773
1.1143439256113332 2.0021663847398825
1.1545799783639612 2.077919923048442
1.1151761379296388 2.001554684639473
1.1160152322930508 1.9047047139990725
1.1108073702034844 1.9653024514857313
1.1721244187766215 2.0840757774811833
1.147893423405902 2.0643211385840865
1.13545964465025 2.04445644307529
1.17329334048629 2.080181745064899
1.1466697228112275 2.062044474553213
1.12978056069432 2.0327716549185357
1.1543207946075005 2.072148297993093
1.1319625075395994 2.0372536649072233
1.1134606018002953 1.9274486011958114
1.1235228897892093 2.0177065219524213
1.112035437270937 1.9522808352268097
1.1133989873588044 1.9391779134290996
1.1135709269886014 1.9760829760648042
1.114215397938163 1.9356017836292316
1.1134142789319998 1.9664819218259266
1.1139351292006126 1.9455081476298948
1.1810725474833665 1.9983422035669558
1.1155559311200496 1.9214544566681553
1.139397655135273 2.0470260348994795
1.120459015595509 2.0039856418349156
1.119231171009596 1.9044828566695153
1.121545809191794 2.0056942662961252
1.1146458902373988 1.94677328823652
1.1817863135931144 1.9061884817910824
1.1798518030519691 2.02034551623752
1.1431050726873395 2.051311398468027
1.1810497373538942 1.9946744185159206
1.165599555583954 2.0807872161748295
1.1632810783937784 2.0783279096916782
1.115709453962277 1.944777498274652
1.1175617191830092 1.9866071366014706
1.129345368229059 2.0237752117235246
1.1213726276811307 1.9983835407642079
1.1806784984510241 1.9976280936806696
1.1512904561145245 2.0597061658708515
1.1646139582266313 2.076983249281986
1.1489056816428764 2.055937933398139
1.121986640595824 1.9959614963690675
1.1335505088822897 2.02801036442471
1.1178119904881652 1.9438019359869243
1.1219903272976977 1.9938423551115718
1.1226100786350377 1.9943378846455608
1.123956900701076 1.9992254651666674
1.1197720088165695 1.9262338958582417
1.1219919150534026 1.9103795915997828
1.145055265135528 2.046585840654289
1.178137419475482 2.0351680737801843
1.1408988739787709 2.0388967016830253
1.1369236093886839 2.031051209379668
1.1198483400660602 1.9374214396252645
1.1291898454883753 2.0127018620386568
1.146232942558547 2.046699306709198
1.1216828316566723 1.9214131096609428
1.1752094732049105 2.057623561223428
1.120741322821822 1.9648222380374598
1.1752741913427873 2.056056199500838
1.12261681131371 1.9212433586500155
1.1479776236936943 2.046419841307889
1.1358400552573187 2.0237437967746352
1.1744768234077645 2.0590441848399736
1.1530933034871946 2.0523146386465654
1.1279132716983247 1.9989661046986944
1.1264578733954014 1.9086667949053169
1.1317772527432375 2.0106339867668055
1.1811281100332258 1.9114553677781563
1.1268359472241039 1.9090822221585682
1.1540813243336734 2.0521489397240424
1.1245003105054154 1.978758645737265
1.1459780974406009 2.039295222276066
1.1235266212096742 1.9434045643764892
1.123676904972866 1.9670693577434943
1.141141498857085 2.0294093216873135
1.137726216961513 2.0215413585884505
1.1729695167257108 2.060820632764812
1.132508762982274 2.0084052101476586
1.1297912975716602 1.9996297164441559
1.1467092170981144 2.0388448504753085
1.1292361860386977 1.9012584515949833
1.1807719085354031 1.94669878994718
1.1294800832609322 1.9952722093405868
1.1248143915845294 1.9636240782772636
1.1389438706379351 2.0206634479533534
1.1709227487604683 2.06368673408321
1.126407294277767 1.976017860964203
