s_mu s_sigma
0.2551211503159164 0.1464383934893972
0.39297065580817003 0.11005333797266541
0.3684231187187008 0.09523702734389036
0.36249823134565723 0.18738229583619428
0.34559187433914046 0.18750461195866458
0.39096090284721385 0.16506803368992248
0.3753256030775437 0.17192163046967687
0.33415477422494017 0.18253449222123497
0.2889485900421767 0.1695149854745205
0.2704450909489446 0.137655792080682
0.3722574177468848 0.10299702766973932
0.27109418983414857 0.14117006419532635
0.38856982038919546 0.15350429183816033
0.38737934333740887 0.1545320051295416
0.27673383147683406 0.15409853142698277
0.328851808165888 0.09214656207636
0.3894499402560975 0.1309382416598117
0.27529333665814426 0.14091295266018605
0.3458228807934867 0.17463175282336962
0.27665529473883577 0.12798904914447112
0.3592883030813653 0.0983998010360009
0.3796925737065848 0.15640378409718567
0.2984148813992228 0.1031174982313971
0.3671320581039767 0.16432148234631064
0.3850892824620069 0.126535680783587
0.2893938376020461 0.15854981480242242
0.33434569975533474 0.17236150527520552
0.3856361979356036 0.13202937497978276
0.29534514879515317 0.16222120641842708
0.36436475054413353 0.16440831312868912
0.38125235689656894 0.11962500094466322
0.28860489757920516 0.11322800121033005
0.31102888456879385 0.09856220825136917
0.3850437731346396 0.13411902014376811
0.3346942901636575 0.1712395917638576
0.3756681036090419 0.11235602790748352
0.3081229950605615 0.09989154353415926
0.35663041379418464 0.09964398897946446
0.28220125941501445 0.12449790817597953
0.34929411138162964 0.16856230021381036
0.377372478738241 0.11507019644628709
0.3840102941361473 0.13532725215741598
0.2822934297745223 0.1252066088759265
0.35241335696212917 0.167368034228496
0.36408926920422824 0.16245867206050085
0.3487103927056164 0.16814536152526158
0.37068159081750307 0.15787317262932135
0.30179984211349264 0.16290815595196428
0.3068290804312888 0.10135158810446813
0.29569693407635295 0.10828255495136109
0.3442936508347857 0.16787174395802726
0.33633534520828207 0.096101753465181
0.3683672746745191 0.15779746573289974
0.3649227480011416 0.1600005304853345
0.2825414319159277 0.13299838600420855
0.3782737463616046 0.14699754219541605
0.3801422078516307 0.14323277217283467
0.3097029007934116 0.10071173678596974
0.2855771390789066 0.14523437686066443
0.3402566285166628 0.1670029368405656
0.3796437233818301 0.12385759053330081
0.2851809861735693 0.142933904762681
0.29174873548553115 0.1525453772390541
0.308468839567515 0.10175669525153105
0.3318317769233196 0.16678645434763348
0.37641399594077235 0.11837880258714624
0.3792088898093612 0.1412175252675661
0.2886646555198314 0.11847844350908765
0.3668528599183827 0.15643560227059383
0.31911536875771956 0.1650846356401024
0.3769348373868139 0.14453440094029596
0.37179465591843686 0.1514683839549039
0.2848355908637269 0.13395984351735477
0.3471626776846182 0.16420154046349547
0.3059814719311146 0.10365693904745188
0.3119604145996473 0.16285756524355396
0.3790695258294791 0.12692075987423673
0.3721400981007072 0.15052323624300507
0.37956605914809866 0.13243514484954447
0.36836353301793545 0.15402953412618187
0.3787869949901556 0.13809713721576425
0.3548496614451769 0.1614643788305572
0.37917527849971716 0.13448862648279394
0.3732088653062536 0.14843248121401026
0.3772997772195013 0.12339103478083939
0.3439579897744114 0.09865740324288631
0.3647933717003289 0.10775524043284158
0.3775647072048045 0.12491714828326815
0.37208557069113524 0.11475153977110684
0.3784590223274238 0.1294679924810215
0.32730004827796094 0.09801117636166357
0.30603600607870396 0.15886603836690577
0.377768948274104 0.12743106314174268
0.37670786720838983 0.1240448782812958
0.3481098273111029 0.16206982139018403
0.3533189772159825 0.1018681328218865
0.28741305869397926 0.13658160400421326
0.3745158128181225 0.1436160300480517
0.3088690222255943 0.15905773190720346
0.29392709876976914 0.11552226448169468
0.32141308538419106 0.09969328816570704
0.3424676732730169 0.09956982816284492
0.367150695456751 0.15049780415795894
0.3321288078901943 0.1623661518182713
0.3747890644661547 0.1395813180607387
0.2930369514720803 0.14590374621572028
0.3750437037178899 0.1387453462245903
0.3401000776475284 0.16173654504855572
0.3205945567349872 0.10025571937680233
0.3736306187714226 0.12136773915658366
0.3346887169942514 0.16170325535916705
0.36492380106870403 0.1514831799194511
0.37369360668104845 0.1405124351355215
0.2893211590205304 0.13537909915228885
0.3577516547070864 0.10532206824251165
0.30155891076074837 0.10940103783111504
0.35963655317801324 0.10655763059624103
0.35130750436933494 0.15820257353629014
0.3090373914469954 0.10485438732874061
0.3589143557000148 0.15481590564959435
0.29149362300624104 0.12238932115799765
0.3410721528812057 0.16055194105568107
0.2938735676223323 0.14488602338358972
0.31944135145131625 0.10101025540433717
0.3745132612922839 0.12590452274427683
0.36779947824567844 0.14790771939198794
0.2984178654129297 0.149799841883333
0.35882425435455007 0.10656433189423449
0.3734200260811611 0.1382546027431505
0.31156325809281155 0.1041112921376511
0.3321668199647114 0.09977171386815634
0.3741227602486821 0.1323683811610429
0.3070689296442543 0.15453783032853655
0.30555239701320125 0.1536064520167646
0.37360287687252874 0.13465300426900603
0.37382986213486735 0.13295737188070034
0.3580034797582322 0.15372374730971552
0.2913349131986745 0.1276940163002855
0.3713295718646223 0.12100879586341456
0.37299958560798807 0.134481209597078
0.3722587080773218 0.13726837245322107
0.36658238777280233 0.14650983131976592
0.3708209058783897 0.14056302526864353
0.29163747374232984 0.12834046201025595
0.30884481281611864 0.1061751060890237
0.2927636053838677 0.1380880940263979
0.2920141292839519 0.13541018868515786
0.31024854850630507 0.1055693410602732
0.33029815379103156 0.15897079191468622
0.32964548562131 0.15875506429787717
0.35274480645264217 0.15487118606882874
0.29250171460658336 0.1267033461158694
0.30898143605406325 0.1537468677566083
0.3706256450034038 0.12149765176597879
0.35947746176602596 0.15110708636589146
0.3637093996940624 0.14792040124429687
0.30847639755000844 0.10701647344842652
0.36231840912315794 0.11087016024041114
0.3609911977559895 0.109818324235707
0.33227941671204625 0.158148918883929
0.2928478252417962 0.12938649586902895
0.354170266133635 0.15338701285770218
0.2938771581877934 0.12432587872974259
0.3610269432961478 0.1101553327953232
0.3581807081075156 0.15120982066621627
0.3028737160758505 0.14902853513114062
0.36600083117024035 0.1446396406877877
0.3572671569649166 0.15158327449043274
0.36156672339759494 0.11073898327972964
0.29985992327641037 0.11446958014731595
0.3099799052310841 0.10663947745554682
0.36766063094695073 0.11761554368564707
0.3262677786337319 0.15738220067513178
0.3575424714916622 0.10794476532960545
0.3332589276423873 0.10108679705015602
0.32686895835608154 0.15737745291405583
0.30573952309532293 0.10942326208062285
0.37113026971070223 0.12657035778732767
0.2970203393036468 0.14225903122320724
0.2949047876631984 0.1227866996343524
0.369660895906185 0.13801696546779366
0.3484188018438057 0.15491382729632336
0.3638855603422075 0.11336538920941541
0.36097170391256156 0.11069251519497288
0.30434260739346725 0.14927047897809548
0.30378446632045925 0.14885429788755683
0.30116639517080995 0.1463033980682987
0.32899686331752587 0.15691684220171875
0.3700068240737327 0.1355131425729733
0.2949821752090644 0.12406517923131644
0.3281954005356866 0.1567716154389988
0.3166258798559458 0.10420922635556634
0.3317862788054755 0.15688603387679592
0.36999597774832393 0.1255282669949494
0.29448873562899186 0.1280529077383678
0.32360260576925814 0.15588027415865727
0.36644977701205067 0.14148707829446308
0.3280906379316342 0.15626299082049422
0.37019277883245744 0.12870434902836506
0.34587670809173054 0.15452011635335053
0.35110052974935885 0.10547928940650472
0.35853950183624156 0.148811816975004
0.3090044684541268 0.15073947828909062
0.29605446151142994 0.1369771876714561
0.3493088476801247 0.15327007730262385
0.36364140995903466 0.14436307100641677
0.29678101223565145 0.12161554490693922
0.29946386542624887 0.14277182427749496
0.35606021696497503 0.1501085567205027
0.35690907353594625 0.1496021950846132
0.3346501820797936 0.15595550483809179
0.3697277795476277 0.12800010993309188
0.3671072472091112 0.11951921789784349
0.3165516925275552 0.15360252655352744
0.3683339616248126 0.13660397123550144
0.31703974054030093 0.1536637525469761
0.3354252916622599 0.10210955609785842
0.3682480225569376 0.13646563400866385
0.3102414428384743 0.15086807597928906
0.3027827287238542 0.1458031690589423
0.36732939665267206 0.12043403492599668
0.31666735150144765 0.1050351848379884
0.34119981268624644 0.15470333338614167
0.3132886912894886 0.10662978264754501
0.312659819583344 0.15140762520537282
0.3657370098854051 0.11838497742960341
0.3432314777300451 0.15394176486663608
0.3669637158092637 0.13772039664714925
0.29633904590124177 0.1259377530528141
0.298402372383998 0.12031374221412389
0.2977704778326093 0.12189101047286173
0.318137691229461 0.15298673973737353
0.3094489739987452 0.10899972988471096
0.32063365807669836 0.1535841597667484
0.30186618951653893 0.14344096589741606
0.3665187952718425 0.12064004251585185
0.34077025132269434 0.15401124213196474
0.3427531866437545 0.15361787513895536
0.3437382847792649 0.10395755931461488
0.3668426106341558 0.1217065462300032
0.3092699384853668 0.1489499616942543
0.36171261371536256 0.11402026882618879
0.3364981803750282 0.10292010077337442
0.3166758537381126 0.15199826241600406
0.3667759302643643 0.1220778003366139
0.29786842829225907 0.12302126749929905
0.31489703842479866 0.10654833882199485
0.3216330101479861 0.15314839973985117
0.3371753448719349 0.10313527305547639
0.35761075570864737 0.11078449264592675
0.2980973179736638 0.1356987042592147
0.2971972021967754 0.13191153342246636
0.2974920433605294 0.13324728269983788
0.3598747378399099 0.11290246926390303
0.29727341289812953 0.13022611193323877
0.301554208930134 0.11721640675188284
0.34910897517916784 0.1062361407992613
0.35749911877703733 0.14634086410547142
0.36335340414584927 0.1169288189176791
0.36658194663671423 0.1346219120414131
0.30233537121270654 0.14223020118103394
0.30902917944489955 0.11013850958327967
0.3146482849872096 0.15054361472154798
0.34806351399177016 0.1510341569368595
0.3649751986052269 0.12010174348613886
0.30766140509004264 0.1463500457632342
0.35918920533443355 0.11281714579998156
0.33866434287284014 0.10378334430773564
0.3084638051337364 0.1468093499788379
0.3665893419036928 0.12525255865143226
0.3466338198452867 0.15106446764369302
0.34831925773228484 0.10627195944829972
0.3463898256126222 0.15106342430560668
0.3654750038491594 0.1357393787733339
0.36660691651873106 0.13151997321220038
0.30080893739404785 0.1389514925479716
0.30448967284445916 0.11458135907217498
0.3245916728094258 0.15251749339119836
0.3466555230947636 0.15082079019707517
0.36668263457027983 0.1295069335471461
0.34328846595091467 0.15172005920999487
0.3666351647535845 0.1299291397080271
0.34272530755878405 0.15179047232410725
0.30737557260317366 0.1454157391626884
0.31474318145418495 0.14943861769339606
0.365418553965671 0.13439227096302164
