mu1 sigma1 mu2 sigma2 alpha mlo
1.0028881219159136 0.2841493055052748 1.09974077891072 0.612107105811727 0.984840293405958 1.1193607095292557
1.2379912153021875 0.08441672721582581 1.5491220351538404 0.30918135890258885 0.7792956019417546 0.932541709016399
1.1666691492477212 0.2953722269311119 1.3356997847596017 0.3043344201629655 0.9455516246726032 1.1020892536959424
1.0878710599930057 0.35991214381631564 1.214112932127374 1.4187405035128733 0.9828694851087842 1.116619434417425
1.3118839130103548 0.12998783054480018 1.4761187403659295 1.062933263917275 0.7945380240557165 1.0049314824058337
1.3281790331942518 0.06971799974508607 2.162398042895033 1.1938076759005745 0.7550067309368407 1.1836803252049455
1.190888270527886 0.23788704308615274 2.8572174390526506 1.106117354936282 0.9226699738918563 1.1445410401138212
1.3834878837328923 0.14855943265784485 1.7214344146428142 1.9186241394337076 0.8881254535248593 1.171703909849335
0.9709096423642574 1.3138044083965608 1.0549399699576583 0.3817866515422108 0.16186509229093812 1.1583304815926188
1.3550271870848904 0.12043384730720824 1.9982498277291518 1.1204839110611828 0.8265010194716168 0.9159219433852517
1.0940504970352907 0.3500338262771177 2.3141176501822525 0.8930308605605083 0.8717762769977976 1.1764063419141748
1.1543240756296604 0.20148114057376884 1.2506301860076472 0.5538612095278512 0.7576116115132817 1.1871300112146133
1.191991399180559 0.2971063303231488 1.885880739710919 0.5696465334618195 0.80401894960816 1.1691092847925317
1.072058292107774 0.26496491432774644 1.8506333196836366 0.2718998585887107 0.8719404565714435 1.134310663395638
0.9252096493542412 0.35198714327902025 2.6850651862446075 0.7979600470666899 0.8923947421680232 1.1797539004734545
0.9772393008638367 0.23048390918527822 1.4488080352033839 1.1587974583439287 0.8437090547544198 1.172407711450742
1.0280504898672382 0.4235589188152483 1.3412582913989413 1.8396103773994674 0.9109606423963978 1.169532996884922
1.1604871251855606 0.29993011460762986 1.4965051670977159 0.7790821661795743 0.8916908895443664 1.1438342895514564
1.2929041068151352 0.09483937115897703 1.5461115802078778 1.3141870658145842 0.8733146382320147 1.0941944648346884
1.2823463837438818 1.2940334571415844 1.3225586081048113 0.05800185184637492 0.25280051371052537 1.183376944458707
1.3604630612599793 0.09293835092170344 1.5940382212332596 0.9723819952183718 0.6370265284968623 1.144177571565894
1.2809819023419105 0.09973276242670326 2.252198555054478 1.1606523516206853 0.7061908891545274 1.1674675813500275
1.1418524638278276 0.2573556275808046 1.512601732456125 1.1767476558638057 0.899511761635977 1.1814765762460626
1.1880301495125904 0.299270821753142 2.309968605297958 1.2397584975866192 0.8759489254289896 1.168956632956238
1.0305355358058457 0.25757410891020777 1.7713546073329094 1.2964842637764085 0.8964547274802107 1.1789985515469323
0.920277261029375 0.4637804951578619 1.1922396491839802 0.30150556788085603 0.8119700326435697 1.1482359381997191
1.0368024008762502 0.3968909545201348 1.0529482036482332 0.1806722217565412 0.777535966487341 1.1453621590601057
1.0662760277976466 0.5005942803508139 1.3596297346586386 0.18418507896349676 0.07667050554223805 1.1568185337530792
0.9125891136708926 0.37076917578269214 2.6665464818314684 1.08406973362222 0.9355265357388235 1.1807343343615455
1.3028133197466971 0.11655516058997134 1.3616420213392375 0.7089031081879569 0.8141526516584948 1.0309159484742256
1.3684502816699986 0.08019679108065905 1.9386112586328017 1.4683359475990336 0.8799952871305071 1.1664621775332742
1.3059644857066686 0.0546776988762734 1.6811534854995198 1.4874764522257133 0.8040087373717808 0.9172014466971629
0.968622754498243 0.42588894888111295 1.4823369291501662 0.42629122332003083 0.8602318060025006 1.160515845756558
1.3688832070069856 0.08949454980883148 1.6669156991143381 0.7197984077200379 0.9275094022614753 1.0700961910124707
1.1479102915942725 0.27120334584773054 2.04669333460546 0.2926523422590603 0.9383598902954849 1.146013124443697
0.9360496822181046 0.45772003915310316 1.1760590094054038 0.17577618803130857 0.11779915779735525 1.1752614721368955
1.195049751122721 0.1479795173563472 1.2955955833332544 0.5826164876196243 0.7624246466011654 1.1841557026312157
1.2062779400948143 0.239455493252547 2.1708107823298537 1.9408579873188345 0.8353703116948752 1.1683180043118875
