alpha mmin mmax delta_m
17.869553831599347 0.957758043257872 2.659896498981843 0.9068967421610958
23.300437088159043 1.0885530390448794 2.413225571106514 0.6116684646368917
9.02302539002721 1.0756160668388073 2.357114586884864 0.4349675539070062
5.752984764967069 1.1055886788231022 2.2137068272829037 0.24393543332270876
11.287305990335497 0.9460378219338085 2.202215179690845 0.6330560562470547
9.312023783745746 0.955031667376477 2.368390951479016 0.7913938787683299
10.107756399386453 1.1443540065391058 2.4239833981872394 0.2192462176377798
16.909534341112703 1.041274193173414 1.977455054786251 0.9274177539768692
15.628711820452434 1.1571554047280006 2.7713414945551587 0.10973463483085863
18.593505873065258 1.061445051444704 2.6687940518252784 0.4873436913143321
8.808895324638144 0.9846059747371803 1.9559025523379685 0.3689322315035819
8.116914322199037 1.1678153942037055 2.896874422366659 0.08734355501930141
9.903666492066622 0.9662103411082862 2.219902739417362 0.7866088885349977
14.338086782312402 1.0317334016832946 2.101408573238174 0.41567792014708665
16.12333838949557 1.1066666587099288 2.127652318033878 0.4253492182615696
16.41745882878827 0.969867818821486 2.0793968605229662 0.8600057589786886
11.703581928424168 1.115436362845239 2.455903464094216 0.09990201542524148
17.956347693155664 1.1090887721713096 2.2616494186794505 0.382102723871097
9.749674241239218 1.117316577686208 1.934154835092912 0.06663795879474022
6.858769129044294 0.9779094650031934 2.4136288061594007 0.44777394221447847
17.43770098624243 1.1162261102416318 2.454792191905878 0.27368870015759283
15.108506609966668 1.0675065396907024 1.937536500873533 0.6119135847408739
12.964838477905822 0.969403159032858 2.6412257773153325 0.6764806225163376
18.794613429977538 1.0840900125481736 2.296258962078465 0.5323368063954084
21.83129879591067 1.0227513026583905 2.3784163736820796 0.9271570831877569
9.82555349424319 1.1526035326426287 2.143271655318165 0.012363296670345601
21.314779599013175 1.0438981759147516 2.653593943220411 0.9718755336723904
21.334296928319457 1.051981148751941 2.8457110797781127 0.8072873862049254
13.34744082046295 1.1458671501725757 2.4430422516456622 0.2135413283131473
17.92322723345719 1.08081536225927 2.7914549391753827 0.4157247864812741
12.843058450528662 0.9816976655387913 2.176747778325913 0.6053275072825718
16.835376395263676 1.0337546310656127 2.0176355889134605 0.9237400989669672
5.772676137354646 1.149190333765504 2.598490237508436 0.08537446208087056
10.474886002337607 0.9484589918819198 2.2470714140497527 0.7960241924230803
18.94495271372492 1.0751036243859478 2.7672087685796187 0.564717031744982
13.202449010063706 1.1502847444336375 2.351675071711575 0.19046078416582948
17.278092817347577 1.07878104916641 1.9116517479112574 0.5033881562269189
17.454905129935526 1.081306969162404 2.0630090923783446 0.5524817954654776
7.061011056214234 1.0497011103651732 2.1586346560076626 0.18373251350512357
15.66750164629379 1.0484626761840765 2.304709294247052 0.7451651344743025
10.64422842568827 1.084984819707054 2.852838986547485 0.1585718380437375
