mlo mup beta
1.1827838336516285 2.0755905581837752 13.177061368370932
1.1293389190635774 2.5094046934044334 7.9373382963516885
1.1266371398613437 2.304488592671705 7.019928144153656
1.1273521586002206 2.0980209854537026 7.272165313946065
1.1537273164818767 2.854565773671066 10.759295945310887
1.1254745700352833 2.0753770608854074 6.5089528186779315
1.1339478742024753 2.114420394451285 7.973173520319573
1.1476516893629407 1.9382482580539375 3.569204624693148
1.182684990158774 2.4856046310661 12.083809498845827
1.1344701324391453 2.51631401562131 6.915544403576547
1.1704300195282504 2.6293944987437974 5.178517505427436
1.144672493104636 2.659226186741881 9.206299666070521
1.1365968028148767 2.079764313021315 4.820315628485748
1.1516198185712367 2.4679538862811037 5.411896416334844
1.14681188956787 2.265859557040107 9.421288978018309
1.1441115077400212 2.2771903836338256 5.453193331829002
1.138679375159693 2.5337984508784612 7.5998513333194
1.1531488605459987 2.0589705245463636 4.298600007591647
1.1326334294122984 2.089944066623254 6.461085945049183
1.1408116688203143 2.894897245175205 7.064604887299927
1.1563849417360155 2.392086378353066 5.339583569624587
1.181725768243914 2.73823282975803 11.69457804677699
1.1730941490429512 2.6374979726891863 12.38345219437478
1.1825459433852548 2.5571592923552062 6.83110974966395
1.1383321453152722 2.259852554904465 6.864834640319637
1.1419434625090024 2.0210554289770988 8.450126669500012
1.1395417030046513 2.327969925996921 6.799753467156389
1.1675153738285338 2.6784587866102973 5.494952171649675
1.1852085751960022 2.2142024526442126 9.548724406858769
1.1644068051740915 2.8899216309713847 5.657677229885216
1.1469328131877865 2.095566307895306 4.954904579847527
1.1701950745294063 2.2045791113320403 12.051076104871338
1.1702474851177391 2.3292999705185036 12.038603142854527
1.1411322601967664 2.1323798539380903 7.859149058897691
1.1617855073961123 2.2616540873084263 10.959773477039805
1.1595870204564487 1.9213141300433625 3.9554075151819053
1.1445598784656075 2.111842431742441 8.46529838929553
1.1574039494651118 2.649618520683286 10.262119673049895
1.152391385889422 2.7577254846091224 6.152522388020193
1.1540983478761202 2.7822197899551684 9.728556068271203
1.1534185887039567 2.718136398449105 9.597399300888801
1.1684266637683813 2.566547670365366 11.720439827150283
1.1521687447676663 2.234554435786118 9.436964476468486
1.159777980648397 2.0382409717766103 10.627365660833096
1.147193133135786 2.4109530361611684 8.447932867362306
1.1403308148340272 2.167371524098866 6.755038596091117
1.1583023799221426 2.7686100674279697 10.192949403073946
1.156959445389863 2.612856255121107 9.972723198843694
1.1562534392397694 2.3362681984189386 5.671173438053124
1.1641626527191948 2.2492007086898784 11.011750481142727
1.1559548846708043 2.1828275543811286 9.869308418229217
1.1818589747584278 2.0059183995275403 10.98299128378758
1.1599261903754121 2.504664768776089 10.318017895774993
