mu sigma
1.1247332836059196 0.2819827633205613
1.1884987449338116 0.37887234776358825
1.2193507002949215 0.20286473626832915
1.3427332676104136 0.3175779191927517
1.4421573348383079 0.16976001721746886
1.2412043870232725 0.3185637487001162
1.215779779757983 0.29696615596131265
1.4418104163129346 0.2275072754157675
1.217480759726464 0.24766244563219653
1.3724386845483514 0.2882626628604707
1.2330278020769705 0.296999974210785
1.4428138632770469 0.20566382241796224
1.388618700651101 0.2775182390059715
1.222663501663381 0.23988202193242927
1.2885499618785572 0.1447943565596697
1.2257136668906115 0.24416135704046538
1.231270765796573 0.22906534253972208
1.413679193849294 0.25165553771658616
1.413679193849294 0.25165553771658616
1.278612034532466 0.15500778337959684
1.2425919990032748 0.28426741457551413
1.2302298178561912 0.26027656608985233
1.2947921917143705 0.14379139884123684
1.2648431549692774 0.17287764085705545
1.253287659551797 0.27989615316600464
1.2581836349162625 0.18329037559698594
1.2495152709379893 0.27429601708899515
1.3723632643583783 0.2716912494060267
1.408438165458901 0.24679935842534687
1.2447846763166583 0.26617377591913416
1.2496133042697224 0.2705031476403613
1.4310030217689769 0.18618959497952006
1.4033610279585411 0.24991138825004625
1.2403484992194962 0.2416074849914638
1.240919874403227 0.23312353293490418
1.2412044429813376 0.2339280728431118
1.4155612328990719 0.23555825539591335
1.3815451846291165 0.2611725535532642
1.3419051572322749 0.13036323650993362
1.412400439366074 0.2351274995691389
1.2479501997198406 0.22463454446411665
1.4140930040406117 0.1602196091333232
1.3875618474875129 0.25375351013113473
1.4265536723240912 0.2003539276663555
1.3870709607577998 0.25294391005688893
1.3177109363975692 0.2758132081610945
1.325268636127789 0.2749484183014864
1.2676491827172098 0.2644106374728359
1.2797211220248834 0.2704756166262242
1.2746402191122144 0.2678516976981414
1.264903698217379 0.18711926779938595
1.2622678449317455 0.2565320887313622
1.2619549383715507 0.2560043241279794
1.2556336672877835 0.23728864007157185
1.2655541106639046 0.2559511419522968
1.3903093298162088 0.24581904041707553
1.422615915357027 0.19621765408552155
1.3166777152930236 0.27045616023521685
1.2566134857023208 0.22180948571353043
1.2876630171086556 0.26595491816335504
1.261024127911654 0.2044234664955611
1.375103178193299 0.2526433264828044
1.3103058453313425 0.26659846958616445
1.3379497363585648 0.26406689776668046
1.3900770104485944 0.24178053198229704
1.3984551436787 0.23328560771659668
1.3144289913102987 0.14296940414814482
1.2877428503410213 0.25959565966085474
1.3835170140187425 0.24413747191218219
1.3597684521500457 0.13549426460193703
1.4178512198021007 0.1974890053903438
1.3519819245254983 0.13529603728845924
1.3635860767842867 0.2527283128051334
1.4130498507723717 0.17183365808961204
1.2791823428413465 0.17549990560212586
1.415625554547181 0.1793981858844031
1.3178663589420596 0.26166758717265404
1.321696667007625 0.2612646312323818
1.361188976426746 0.13663732257587646
1.3627862132202027 0.13704420698659422
1.3707614923181926 0.24791978707699708
1.2933727516250975 0.15995005645879357
1.3131645094439364 0.2595070686461805
1.2701943020463213 0.2354803567077107
1.2766708490072651 0.24468794078230852
1.4071064006930372 0.16474235959481529
1.2738335043307667 0.23952435970530847
1.398712359601847 0.15548749671106096
1.2685644896166914 0.2264731812796303
1.320605271138188 0.2577497250003649
1.2684750172671166 0.20799632083756464
1.3819975290854445 0.14457143717153623
1.4087840513385812 0.16964689632990643
1.3209744854575791 0.14313874228134593
1.278344860407024 0.1830914317910918
1.3627751474478729 0.24718348189524952
1.4122610273918275 0.18198048842412756
1.411193581030289 0.20151576807833246
1.3543248871907398 0.2497770573613804
1.2708265004383437 0.20639570682843314
1.3270766544451056 0.25422111984542467
1.2773204276585948 0.23619801351071215
1.3240265695217106 0.2542087886176537
1.39498153323333 0.22559180695136236
1.4087517858866985 0.1730997509271235
1.2957047992885864 0.2495904371880865
1.410567405154854 0.2000138198802455
1.3335921486990543 0.14000309263692426
1.2799623975683945 0.18292612726957694
1.3261119153497312 0.14230874803067103
1.3481256722302772 0.1385244658951754
1.3210518188366787 0.2526848574359528
1.3440901241129897 0.24970360268158998
1.347412365656126 0.1388416964924004
1.410431325031158 0.1873726007037502
1.4027695725638503 0.21288577730426522
1.4070709554195733 0.17399171674418956
1.4032091761835117 0.21108977140744084
1.3543842748603774 0.2454480606989964
1.3585044817787577 0.13991509635255955
1.3656770424308942 0.14122674253366096
1.400584091728943 0.2144079999422777
1.2978812051189548 0.16144154179578118
1.4093591420307585 0.1855733838372084
1.3170747199334003 0.2499251621805785
1.2750153821774604 0.21443956311204518
1.2970028264703082 0.24518320827438303
1.3681816742959512 0.23973305376461604
1.3329882719088215 0.24934328042143944
1.2892242863490224 0.17185132609621417
1.2911306793020942 0.24163643769226623
1.344346804651979 0.24752617493862783
1.2815888873233554 0.18534951397751906
1.3479054629302 0.24632774708608415
1.276371893268263 0.20289430144175913
1.3599380268038237 0.1406357403558831
1.3668620681034773 0.2390376813175861
1.3984544680192421 0.1618651562063223
1.3528736341334848 0.24395379295976774
1.3478320415952765 0.14015602513650252
1.2992313171183985 0.24352607415599092
1.281137279899252 0.18891937197927408
1.3214983135604064 0.24777690160544008
1.2904121017762789 0.2373316329302828
1.333795859419323 0.24684325126137963
1.3317473190202953 0.14296240859261836
1.2842844922527894 0.23035602189923454
1.3679483744515504 0.14314035229962668
1.3932789277878308 0.1573414517305566
1.2884948249277817 0.2348999064722908
1.288790066008213 0.23474570390133614
1.2818288227366152 0.22517912130915765
1.313513884149156 0.2456064291487016
1.3387756169813292 0.14169930548773782
1.3620810363243483 0.14196761151552575
1.4059196438375454 0.19544592351273732
1.3683829580513875 0.2359750705208908
1.3982776808039123 0.21194721855658236
1.2934170502704465 0.2372275748196537
1.3842665097227118 0.22596569264115687
1.3084767209540291 0.15519386020299103
1.4050940283830902 0.1951630245971477
1.351246328123398 0.1413210458609848
1.281713566909772 0.22023825648183165
1.2801594570064392 0.21356016935148306
1.3984902800818122 0.2099745448401878
1.4043583984154822 0.17926383908706855
1.2977781893730342 0.23754893133525842
1.30902993941754 0.15543662061234417
1.3335452153149638 0.2437298850874653
1.2819885909386635 0.21708074487668946
1.2841617409221433 0.1890635101619878
1.3579745894646962 0.23824883824311624
1.3000863990275777 0.2381021335780622
1.285309174583636 0.22394101058212573
1.368793832066312 0.23333664791256
1.2853980770373084 0.18694282795711842
1.3990678647946673 0.16783521959212896
1.3808687979607566 0.2256491947084096
1.3136809636902407 0.1529532308722298
1.2881633221371858 0.22680831105640126
1.3609860237230684 0.23610892542489384
1.3573431278131116 0.2373102238102435
1.3160886030240233 0.24139380461955048
1.4021617073657924 0.17596011767518027
1.2920885053356121 0.1752587168974049
1.3257501719496396 0.14702197843195416
1.402025239645691 0.1759495090057263
1.364086128805047 0.14415367911653812
1.402973572784442 0.19289057901635617
1.3887872131195316 0.15674021724808596
1.2838633760025728 0.21365826122548204
1.3414663781487246 0.240362210633586
1.3595637400662293 0.1434548520397517
1.3968165917156012 0.20764289188360308
1.3128182041245566 0.23980636385995574
1.3368573357105842 0.24058392498914652
1.4026048795002346 0.19146153590647985
1.289358444480579 0.18188565994100325
1.3211454104604545 0.240493402057782
1.3939929719247135 0.2108132696014039
1.2856771797513562 0.19180932918235652
1.3419874619655223 0.23954210044963095
1.3940025748751903 0.2107231469180649
1.3161296878729607 0.152485386095781
1.3887262719604998 0.21668476455040084
1.3237631925068543 0.2404437838303493
1.3237631925068543 0.2404437838303493
1.2841364750518331 0.20856665386997192
1.3766783559524929 0.14928803227611515
1.3917259209838775 0.2130581925425243
1.2921980586465507 0.22689121400754325
1.2850255727643267 0.19687533022802406
1.3944345566496799 0.20932431597634077
1.3876196917008257 0.21714446973786639
1.3849448962046442 0.15462612826232813
1.330983237198078 0.23980663197859187
1.3070109189898491 0.15966349481598816
1.2911168926920353 0.22446555926905012
1.4018767781275197 0.18504442451685882
1.322416597697045 0.14967043269757146
1.299734323861123 0.1673287646507305
1.4000579451555795 0.19704042356282828
1.2988144886508053 0.16864825915417783
1.3984521464943946 0.17164011130575577
1.2886209926652314 0.21933814284792566
1.2887375836987234 0.21954926426551624
1.3097186889683785 0.15781027577390247
1.3790844807068021 0.2228866442621604
1.3003491955516404 0.1671706336107907
1.3729282903850557 0.2267997088408934
1.2858421221760334 0.20374657131477408
1.3335663812762455 0.23831087987238597
1.3153424798208 0.2370034714105086
1.3039100879146885 0.23290542171894701
1.3501778450296336 0.23551309176772295
1.3894229916826466 0.2130363122366007
1.3261523029847113 0.14869096607492074
1.293645556916737 0.22456448947952057
1.2872717613952056 0.19424526383214372
1.3717191248342457 0.22671826656938043
1.287739224617594 0.1925119806490915
1.367664937050605 0.22874420867645043
1.4003331868533735 0.19016285550159567
1.395334583675629 0.2043848991040954
1.300803833237444 0.16754161671004858
1.392964927382315 0.20802601725878744
1.3295406602792326 0.14766052088514675
1.367689909725419 0.22844530016121886
1.3966960772900512 0.2014861398935737
1.3411596254374438 0.23659378313183582
1.3194461381285967 0.2366656233481464
1.3883090195482004 0.21328609779142715
1.2925082284835616 0.22126773745252437
1.2882295602595863 0.1935200263266715
1.3380666620902397 0.2365014080021291
1.2898877893270366 0.21574986202203417
1.2880302275261544 0.2087479689644574
1.3520635112495984 0.2335232010989087
1.2948935562290655 0.17723108420098366
1.2977909184945418 0.22623228088791536
1.3990581084361624 0.1800912883190379
1.2888505064003106 0.1934753942444042
1.3929561563799844 0.2060989319527845
1.2902081354362651 0.21475301471645022
1.303971090282361 0.2302214884506079
1.2979349845383652 0.22558543655432473
1.3188246426390355 0.23510718813904605
1.3402604450052513 0.23522418978679452
1.2923138034495083 0.18373390987771887
1.288706056182009 0.20305128688582477
1.3573376920799958 0.23074683613177155
1.3350509575589293 0.23522582215346746
1.3185517781074974 0.15389923558139376
1.299777280954622 0.22575083074573607
1.3608175979586954 0.22923732570725525
1.289214864935742 0.19896026510603707
1.290734163400662 0.1903556765929709
1.2893656022427424 0.19963901240897333
1.326364167599826 0.23475835025253552
1.29587642832101 0.22097319779989405
1.3290335624621858 0.23476503687734004
1.2903428611977426 0.19315812454291492
1.3954398903488403 0.17212596278719847
1.316381965593401 0.15565858396605733
1.305171547434919 0.22854883537527146
1.2940287373752997 0.2177916456946324
1.2908223218096064 0.21001705772123255
1.2903073462970671 0.1944500345602602
1.381714517474055 0.21625285120669113
1.3783090343300377 0.1534105253433037
1.2976459934361806 0.17534980399742686
1.357792578198797 0.22957451174595858
1.293427998804155 0.1839221300093383
1.3366968981501033 0.1471436395437036
1.2940673890035794 0.21708813095670274
1.2914901747746383 0.21119737398728716
1.3029578678514149 0.22661536917525563
1.395202145393396 0.19760625695970863
1.3358722453550866 0.14749570898057732
1.3321939011351362 0.1485429452657037
1.324704552109348 0.15151458772522902
1.3870443827602368 0.21004071695419219
1.320856900394455 0.1535359313947974
1.3754029047757812 0.22003386983022263
1.354496587722267 0.22983005048315253
1.2949289994030118 0.2165680045017335
1.3190399211801198 0.23195804501082648
1.2949772843645555 0.2159297562839174
1.3313341208788343 0.1491862389582191
1.2943135767030416 0.18446927748641515
1.344240589887215 0.14658446685328855
1.3057155257874622 0.2263434640259659
1.3962913654212832 0.18960670650630784
1.3502984707929029 0.23026191574293656
1.2930090136375565 0.18965787745178847
