mlo mup
1.0930971392377904 2.0953454873531148
1.0099080413711563 1.9597591322669707
1.0016854653684848 1.9148081852715384
1.0580165944216282 2.0339363203474643
1.0450040627770802 2.0098796145205062
1.0709105630393008 2.0457614147131364
1.1219485134981526 2.0789027729496397
1.0692762688658581 2.033607003044033
1.1198486103727314 2.074941003625727
1.0681243618956935 2.0195795913911274
1.091101062211794 2.042746618125082
1.1530855668154607 2.0578309546279616
1.1555459239466932 2.054345629473486
1.0426144317980244 1.9554419296064998
1.0369598412776337 1.9405255037930988
1.0779893254207085 2.0064266135787587
1.1338167356651505 2.046405228091914
1.1335965994808503 2.042828836970962
1.0331727182588242 1.9025035983482772
1.037438969993689 1.9142774474878759
1.0432228079551096 1.9321003667127548
1.0851995992521695 2.004306907200379
1.0882849693035075 2.005802237921147
1.1051934847429585 2.0196921143970745
1.0471013596439538 1.9319089955337512
1.047487973116083 1.93047979042244
1.0975026992906105 2.0107653862543273
1.0407935294715749 1.9030373441322224
1.0599948106541606 1.956300304815398
1.070828303178465 1.974700627482272
1.1442419288155883 2.0295439342453236
1.0535304326900825 1.9380411082238012
1.057472366055807 1.94695456402398
1.0703780931090345 1.9704278570771034
1.0793691291147052 1.9830171939312478
1.0668742018547213 1.9623801612644571
1.1735119260588383 1.9954655998444693
1.0494517376077457 1.9193810524937913
1.1732846141079594 1.9960042782549734
1.1110134381408718 2.0121990651359085
1.1169589424376063 2.0159442349789742
1.1466998553127068 2.021522819740035
1.1801617346176898 1.9150733520788006
1.1291609765957833 2.0184769339714776
1.1791141114138088 1.9327494438199249
1.1525718184776277 2.0193138650725304
1.1783553132790014 1.9447162059981933
1.065226669921024 1.9498231662492085
1.072553965606676 1.9635640023576912
1.0577894941424955 1.932542633415462
1.1668024586379933 2.0102150032679766
1.098943044761551 1.9974852950671786
1.1415027704697258 2.0194408442567515
1.0556112674779268 1.9251032675776885
1.1203680477825335 2.012027779129686
1.0534926788303343 1.9124944712555854
1.1242003499540236 2.011428330558972
1.119525047928394 2.0087683205607534
1.1030773355805283 1.996399729840121
1.142626435946473 2.0145653967962107
1.1195645711949176 2.0072891371080868
1.1349325560798338 2.0127572027176592
1.0650515423243219 1.9396259541723986
1.0542223254713587 1.907633677412235
1.1358074246477667 2.012474930934142
1.1611626937480928 2.0085301779625526
1.1774428805287709 1.9483783879282397
1.1788190715269138 1.9267354918763535
1.179939178660286 1.9059391075256562
1.0905984382539295 1.9790490494778141
1.175820212370262 1.9639543065071554
1.0554226417624977 1.905978243757641
1.058644046762517 1.9175601043421941
1.1338587672503393 2.009698706029114
1.0839944064635052 1.968897224702626
1.0614781686647354 1.9247776315740805
