mlo mup
1.0127080832427708 2.108158381991377
1.083957053502768 2.0961389152749828
0.997580150743076 1.9369453489403199
1.1524841619426294 2.107431430067682
0.9962047974518056 1.9105352445718606
1.1113397073034443 2.0952239870760136
1.139572783010433 2.102996471169259
1.0429501433808557 2.01406401300313
1.0840649281092278 2.066176191073265
1.013285594397462 1.934733557111605
1.1340076852702803 2.0845698236795895
1.09698172250993 2.063656969772226
1.162145239518411 2.0703222883559054
1.0356589585045455 1.9751488607925591
1.0181030956433987 1.9282048804455063
1.0491796893220469 1.9985550494591453
1.0969043951854955 2.055963428373396
1.0343021177922052 1.9624807424130668
1.0256951140686676 1.9363093856321019
1.0375250839535748 1.957158318855493
1.0994598962562268 2.0441926023167563
1.168500729533596 2.04562448018349
1.0957678621472349 2.0361778490584306
1.1515711663404653 2.0554077349449247
1.124576702368416 2.049748811936634
1.0637610120064804 1.991733439732341
1.1374860963359346 2.0514627003374972
1.1809694832401108 1.939442840314919
1.1172348937654497 2.043134178263244
1.0460722956693063 1.9521959880387765
1.1461998254486794 2.0464661052829722
1.1763207984922208 1.9940677067909007
1.049655175953746 1.9552305767399976
1.091167571546706 2.016241284367085
1.1171064729091984 2.0331434197275398
1.1626885079838913 2.0335954708168216
1.082965035159062 2.0025589674745587
1.0579668722800117 1.9623775750498083
1.0833164201076462 1.9999815228423286
1.0486433150106056 1.935757174115734
1.0441522886585464 1.919386256448649
1.0495478941086884 1.9290125920710295
1.0863163035876489 1.9953839506350681
1.0962613653396842 2.006216250776594
1.083046629661807 1.9911204434992122
1.0437923046909077 1.907034122682601
1.0432756444381184 1.9008385303279713
1.0823307077284834 1.9871583214163964
1.0768162151579477 1.9786596924402282
1.1391141943022427 2.0264351678243924
1.0647858684033358 1.9581845566808862
1.119639093473954 2.0191854709906867
1.0610753044685457 1.9499762141451809
1.059276906894002 1.945698409945517
1.051168107070067 1.9236636468369797
1.0765796328605526 1.9761218663803701
1.170292449296874 2.007356980192149
1.0556111568180313 1.9340800018266882
1.1000420806014308 2.001716435004169
1.1749140905614373 1.9817447767978256
1.1573455548561402 2.017938511458781
1.1577567019690664 2.01708324823834
1.0933972430358199 1.991145011637909
1.059636031912644 1.935083024885153
1.1325024396198469 2.0168387395327962
1.0844910986565357 1.978212242622836
1.1389827087901683 2.0171278884199753
1.0743392200469741 1.962324840991205
1.0520547805155915 1.9065201160836796
1.0958234673216776 1.9904822153383928
1.1296950630102363 2.0127595320484337
1.1022453413871047 1.995179837839787
1.1505601137976418 2.013372994619436
1.0730608041098808 1.9558489972807835
1.1299367274843723 2.0106067277235153
1.0688795379185068 1.945844129391423
1.0983064489427685 1.988741559778223
1.1262373906547256 2.007588980608301
1.1410411602448052 2.010106446417095
1.148205897414356 2.0095360837386442
1.0557601172978486 1.9012066515802792
1.1039982719568482 1.9903328146967791
1.070921477264224 1.9439926333169784
1.174748747936984 1.969300632163264
1.1693588628451164 1.9939931738405285
1.1448222882765744 2.0074106956745648
1.1505053959597051 2.006410358729264
1.0814769991191349 1.9582518065648873
1.0679727460764754 1.9312478286797317
1.0713638841411222 1.9396706243856918
1.1206862146527155 1.9988730012167129
1.1532152886849343 2.0040046323998575
1.0752730250815312 1.9458793345329797
1.1766682323842912 1.9470851147968273
1.1613915107152966 1.9997605126941773
1.1401546810533842 2.00453205641357
1.1048133157541897 1.9851272589785178
1.1386664570585343 2.003630982623567
1.0720857432303335 1.937320485224133
1.0595425677437524 1.900545584766845
1.093520673763085 1.9715947842564276
1.0950437794222496 1.9728240477265475
1.1634564679482786 1.996191218195559
1.06823073560169 1.9252949559977022
1.107944349308392 1.9854631850244995
1.071775911002242 1.9330091499990998
1.0681105642195634 1.9228716640879444
1.1747760536210374 1.9606392188991872
1.0745883979812854 1.9375901247353076
1.169760732136846 1.9857843719590884
1.1673363053003214 1.9902467188240505
1.170058061675559 1.984625707255562
1.163358240671359 1.9940811638122122
1.1263679517078335 1.995302796292902
1.106835999558895 1.9816414776958917
1.1506394590378128 1.9983692912276314
1.1388557846291605 1.998584107700594
1.0802472144236321 1.9452698782944113
1.112357665804124 1.9849186426596332
1.1084661273473504 1.9818907920546536
