mlo mup
1.0405989678690153 2.040693086004643
1.0234680455391305 2.005676928989198
1.1815139200015676 2.069152035366516
1.0171990762738548 1.9831489296291516
1.100308107597722 2.0632625353162704
1.149705479438446 2.0960071102455564
1.089882564118437 2.0287622981639513
1.059839893579377 1.9739095755204012
1.0789364765072484 2.0110165794166726
1.0549375589759675 1.9330373309826732
1.0544162971976918 1.9244757955848133
1.086308810400577 2.01543628389008
1.0744303627728504 1.9911597457545749
1.136818899379741 2.0612712954640764
1.0646739964181577 1.9487717420221802
1.1684890681942952 2.077714405487374
1.0762169751037087 1.9857389167880426
1.0905651028907495 2.0099031542768184
1.0715039502403425 1.9718572787180797
1.1839846232264146 1.9385518419572363
1.0796768399404142 1.9815306291445363
1.151272704726572 2.0618339486046318
1.0675339253847593 1.9153869222880517
1.1569563816876727 2.0646991405974924
1.1095840862485729 2.0195539748669473
1.181712078824218 1.9842987616460284
1.183396945840078 1.9276625626700068
1.0901343347127754 1.9850703061256914
1.0939390891195135 1.9905528106456967
1.1825375843580435 1.9583050303166947
1.0896662590377744 1.9801947653836574
1.0834184069683708 1.9614141267351874
1.089767696284495 1.9788300262310343
1.1818533098663369 1.9733332704387947
1.1148667451337146 2.016995467482779
1.1568957585387283 2.0545755219465525
1.1159360310998978 2.018082045672173
1.0811152037382785 1.9073980938008637
1.1338150626705632 2.03354918830053
1.1020702101654973 1.9938087423944229
1.0969926200213866 1.9818989666664468
1.087731538481883 1.9490288897390378
1.0833502698566635 1.9194908389464829
1.0996043303886736 1.9855399840562877
1.1487608659723492 2.043492913990255
1.0885265611917156 1.9488476694587649
1.1169516699500384 2.011470145717078
1.093260930650221 1.968127019242591
1.1581060099166955 2.049538751773664
1.110226911180172 2.0017799690967673
1.182487222569305 1.9331695516405554
1.1322349228591735 2.0266234010979067
1.169103139824505 2.0529881413098647
1.1072950766352088 1.9948364904859577
1.1806784213149313 1.9809392883409536
1.0902231695033244 1.9398700662309385
1.1101740086189613 1.997248827622458
1.0870172845598736 1.91076151675839
1.1429879292591552 2.034661568014072
1.1334118140383544 2.0251115889705784
1.1747556233444219 2.0373684376152164
1.126633709236972 2.017239814778578
1.1212644881707272 2.0106948020343327
1.0935006366670001 1.9535887357402388
1.0892070220793344 1.9094022633033978
1.1641855554376834 2.049190884590424
1.1548018138853804 2.041546966123589
1.1438125940298518 2.0326941129427927
1.0993971698892566 1.9678630987159091
1.1267370265767995 2.0143658921068406
1.1447731266658385 2.0323026603632757
1.090452784249244 1.912919745410256
1.1329685755371284 2.020102291422299
1.1033027419052057 1.9751700813428714
1.1502980628754171 2.0358717905205994
1.0935153230730472 1.9343271688534371
1.0929512204437755 1.9083204315214253
1.0993303108404446 1.9623668122313687
1.0927564728275478 1.9079633759335912
1.1170814191556346 1.9970167621447088
1.0921393303810574 1.9153544631878834
1.1623552586004513 2.042809452885925
1.09814903461436 1.9428710432185554
1.1503828454966014 2.0326343003584335
1.0988513546662309 1.9456598436485606
1.1270096545084844 2.007611137948851
1.112250646905798 1.9851692407967894
1.1392251613613655 2.0209417679517756
1.1299491074448116 2.010580669852419
1.150822924555049 2.0301982520698365
1.1702005692222852 2.0401662937486633
1.0994051814730568 1.9350221800766194
1.1621097296244516 2.0387155270404116
1.1496899224515291 2.0284592535963606
1.0975129238695722 1.9177340210305172
1.1686769410794982 2.0401493106766164
1.1755337323101682 2.022292702112769
1.1154032395128788 1.9838310532682844
1.1168043636344673 1.98657075187371
1.0996212383848885 1.9056335502222197
1.1000677512036252 1.9001517221895257
1.1393475138964322 2.015857437002081
1.121875708420489 1.992931468927566
1.129122640663162 2.0035907232452144
1.1787794071379605 1.9885815460750644
1.1458936768557164 2.0212426811469903
1.1697037843517608 2.036340121801645
1.1041162537727591 1.9376389025331182
1.1059766109766216 1.945568990438911
1.1027148550455494 1.9278736119417395
1.1153083541481927 1.9769332601698575
1.1027932081357443 1.904338460572422
1.162663514228025 2.032790508110431
1.1084030897926627 1.9549030982234925
1.14515447052739 2.017466442204503
1.1434942608119327 2.015401747557193
1.1038481015560337 1.9088218410163784
1.158680679328444 2.0287343265380966
1.109093833823089 1.9533793440847707
1.1095063503327276 1.9554310443545022
1.132586493836862 2.0016532944599006
1.1248899911954118 1.9900567099375304
1.1137107175485728 1.9666576046697053
1.114813347575275 1.9685597860824045
1.1202349922633819 1.9803547006848374
1.1201817939190646 1.979995931903657
1.1505924994717878 2.0192821209040077
1.1094112715773776 1.9421266175870273
1.1808530442819416 1.9243868849210064
1.12360875248819 1.9833738897343265
1.108959330486873 1.9368961028028173
1.1207761070602338 1.9764797591505934
1.1256661151848422 1.9857034408392844
1.1809239478793465 1.9020162214508156
1.1455646032500117 2.0120597490355125
1.1107618623800857 1.9399283186001444
1.1510819509020447 2.017176096045821
1.1807554764496166 1.9213070005819108
1.107231880844172 1.9203927742787001
1.1108353049085904 1.9384890597970927
1.109508775644936 1.9331553996710908
1.1086322536381865 1.902191107204852
1.139823177266981 2.0038844209342903
1.1111637355964696 1.9373447050505423
1.1122509216875098 1.9407326004711558
1.1091920288087813 1.9258931099510272
1.1125301763298996 1.9440766337171531
1.1724592194372785 2.0222734891873193
1.1207328008114081 1.9705400970099904
1.1094845300489862 1.907022251127842
1.1176380344460304 1.9631038671443795
1.1233631399456567 1.9764262644658337
1.1331437426916289 1.9934215004330056
