s_mu s_sigma
0.24306177451459 0.0966314614226414
0.3471763865991691 0.1644430990718819
0.23457530293217616 0.16271635846710078
0.26765565999894225 0.18082809582637804
0.31751824966068803 0.17828443046803857
0.3350105681429133 0.0991277708747482
0.2317919098107691 0.12431911167348349
0.23127387822539933 0.14858805495728342
0.2501192616091069 0.16939731105754408
0.3490850479479657 0.15146512610933976
0.3353161703024086 0.10140149131103483
0.2415854777249415 0.11141801111508436
0.23785739895117106 0.15481960258445068
0.3508001007555678 0.1268928141695304
0.3082080064745119 0.17455740845723489
0.24665802022799038 0.16263260349920214
0.3476660371936365 0.14684704333454923
0.31306721442644375 0.09115889794530611
0.33956222316822327 0.15778144846488437
0.23929469041393825 0.15239868847148225
0.2997404747512458 0.17423100858967472
0.25150377889372805 0.16408727524439906
0.24821923474670357 0.16126874858275514
0.2839726177055827 0.08982603018904745
0.24069161164539654 0.15303739634670271
0.2945636428011482 0.08925759921421063
0.2366110237790805 0.12826820560206176
0.2443366137138174 0.15563274400390778
0.25204674783478465 0.16201468292706406
0.3321980053560126 0.16002561116984693
0.24134127375774103 0.15014891491377727
0.289549993854235 0.17206887645393984
0.27504393935175053 0.1704491590762071
0.2844550464044018 0.17148665900759938
0.24444473635064023 0.11406643609126633
0.23995313678355504 0.1442571942896053
0.34596771848307356 0.12838511537721753
0.26196582096346654 0.1645744168403926
0.3404016411986407 0.14756055975933097
0.3445661150729754 0.13784175451758662
0.24647179251873821 0.1523986696203039
0.3372079372075561 0.15109135458908096
0.285781817626506 0.16911210613548758
0.2729216501155929 0.09477125672502745
0.24240577597613655 0.1451209156502125
0.292188999225786 0.16845491278723834
0.33280646978895473 0.15411845733330953
0.24673382812606587 0.14959861777230957
0.2482227530322826 0.15141521571771133
0.2661161026086296 0.1629870975772671
0.34295002152077303 0.12648525316245904
0.24272471259334008 0.1404392915544921
0.2463591392993524 0.11674068555118433
0.33052689382578826 0.1540527137794044
0.3338932671845481 0.15082646120758442
0.25766895323181616 0.10440773352346133
0.2548394122222346 0.15549677783846216
0.248859252248635 0.14973502428765378
0.24918639870099135 0.11345511088913031
0.2438594676862178 0.12369541696959514
0.2530972057270811 0.15370423997217797
0.26567910812010515 0.16111281216828574
0.24434985661227018 0.12330968827395168
0.2562268019120367 0.1557415039879206
0.282142547321323 0.16468970051118478
0.33298369394730337 0.1094545063292081
0.24890903068620335 0.11580140170151836
0.33457861851277765 0.14641315266637275
0.25239329668053934 0.15058670798565624
0.32962044734298207 0.10632270599496982
0.31969857177723154 0.15775797387457752
0.3053776898076395 0.16233758697526693
0.26565906017417723 0.101029657704461
0.24654784357587306 0.13925378223187923
0.2958085173741256 0.16300350544434697
0.3129203017416997 0.09698938146513836
0.2687598719665365 0.1589218714793345
0.3052835575858816 0.09489861782922898
0.32587293305225495 0.15201404820233436
0.25596571137195717 0.10925126778195932
0.28056956820805745 0.1614224514813616
0.2558599898362747 0.10961324891881935
0.2871787715069971 0.16191618865156432
0.33061990265611374 0.14684310933188072
0.2469317312298539 0.12713624161784232
0.2750508395056384 0.09758068228140765
0.32753687480290383 0.1494715030819955
0.3099077429457112 0.09674884446998158
0.3301930914529974 0.14645569209623868
0.2791070479789865 0.1600298178184002
0.31893159286458184 0.1545513572573296
0.334628313493306 0.13915734653658215
0.28173043948370163 0.1601886347230139
0.30543306701784423 0.1591318069402119
0.33587719592808263 0.1348260081687873
0.2879096272252495 0.09509257883958562
0.32886175027012227 0.1465456025649062
0.30200567647818943 0.09554905623425848
0.3280857118690977 0.10866669377952942
0.3271153762980872 0.14713895193964163
0.27013359441821483 0.10081812594045131
0.3067035079480735 0.09669785304710511
0.3288881975620901 0.10992567057578549
0.31141844712723477 0.15630566301382096
0.26574176856748405 0.15392938778855905
0.2747592437536523 0.09881889573133704
0.3016395859999065 0.0957824738361745
0.2515567685180828 0.14029373966419795
0.283241564608642 0.15903219101154092
0.25002540556977515 0.12363064747964239
0.2799486078240937 0.15819013797896203
0.31636361341815034 0.10063495828424003
0.3313485107279066 0.11398888087379432
0.28229865289883366 0.15853141709482862
0.3113167931466506 0.0984730539413321
0.27982118970740666 0.1580100207393753
0.2852351644517384 0.15876286962016722
0.25170669865185474 0.1393501703649445
0.33409222492232227 0.12094759369122751
0.2575557422756375 0.14685616673441715
0.2569531136462369 0.1461753405568242
0.2993285515079446 0.09595401286021328
0.3001007617411292 0.15784804250486273
0.2959191220063567 0.09580833452892733
0.30248518339364955 0.15733977205194333
0.3215974564997648 0.14933344146663868
0.27842637858918856 0.09836284106106163
0.2583445951565152 0.11100824332655568
0.30529870001760445 0.15628503478821046
0.3338693814561327 0.13033424658595388
0.31344873885339836 0.10017934130464706
0.33314913584381184 0.12135964812478856
0.3333260458891473 0.12211878045572855
0.3187764129074997 0.1503483039016338
0.29481138504225657 0.0963328406507374
0.2571570319002334 0.14414366219165123
0.3239093694571752 0.14646516508237706
0.25398966097573417 0.13946378390165876
0.3044492684506355 0.09752450065812678
0.33336114173996595 0.12546721600672142
0.2960497830004577 0.1569463871535198
0.33302414993105245 0.12290469765896204
0.25235950306278976 0.12304508524535622
0.3333151911478 0.12684827392536963
0.29280760093082053 0.15696532881181338
0.32941597816421986 0.1141604158760351
0.2518673134559427 0.12751253049653744
0.25209380210313526 0.13218077944484102
0.26342851869592615 0.14890370302937503
0.27639737269921605 0.15450761498979365
0.3321359857890714 0.1216408744514709
0.3282483750524311 0.113039038844805
0.25316477610436 0.13479454435994206
0.2583700129207831 0.11295677442967832
0.253519650609643 0.1345248931087675
0.260336756555662 0.14526452285495217
0.25611408687074777 0.11664786260267758
0.2987469103444935 0.15522363919668455
0.29705356656108894 0.09734373199743408
0.2603319041166966 0.14438438771360146
0.32413465534281277 0.14315555056719972
0.26578441070252223 0.14839830315487057
0.28566854012335374 0.1548449048426951
0.3005897593995092 0.1542751398820248
0.30308407958902095 0.09838143113406156
0.3238369104246314 0.14321813594430924
0.3024241528174246 0.1539091654736976
0.254310493750514 0.12323536848470176
0.3153446365770033 0.102914099743456
0.2585572271762498 0.141526721768997
0.33036954066722335 0.12107250590400319
0.2540096895397965 0.1268124847695005
0.28324457884195914 0.15404171186287202
0.29460114678568194 0.09771091831625779
0.2679930375966463 0.14891123140107904
0.28689807221494135 0.09826663867695401
0.26860433586300675 0.14920157808415102
0.3302328195491227 0.13029187078555796
0.3296239139711543 0.13262194733055363
0.3018176861737081 0.1533149016264207
0.2977807860340011 0.15389724415693173
0.3219098703365187 0.1438776299156495
0.26102621741942744 0.14321354839341743
0.27823138507509826 0.1524739333557365
0.29094314462891835 0.15405676799163925
0.31211785573404494 0.1498129806260654
0.290808788114276 0.15396055747370774
0.3088395840823191 0.15099876281818034
0.33019605390032997 0.12601372751280657
0.25775163525206657 0.11722577468529712
0.2578695580525103 0.13841746955806464
0.29788804518399575 0.09834423510472523
0.3243790214420249 0.11137234068385495
0.3002532558136257 0.1528675268392061
0.25785780222659543 0.13778046633709973
0.25640891377384867 0.12152111621506123
0.2997837054757711 0.15263531999446656
0.3026690940620945 0.09931824534858613
0.3215455476819681 0.10883031618072525
0.323144867551228 0.11053365363952995
0.28140816294201976 0.15211108403418475
0.32887659366298155 0.1217803238486245
0.2990406339494448 0.09883675996205989
0.26726253761712965 0.14651817636562864
0.32813363260659795 0.11928912514032666
0.2890079388474709 0.09883771446525529
0.29269376925339574 0.09859091044422211
0.32861465009878854 0.13054313964241948
0.2559451036191663 0.12596255021454744
0.30258566604427967 0.15167634898252585
0.2568106045454985 0.1216657384852087
0.328274979353116 0.12001346076708995
0.30421952859157925 0.1510599468508954
0.2704142566142023 0.1479132414653151
0.32541246653338657 0.13715610942641554
0.3265973631805553 0.11637106186193227
0.2830266137539861 0.1519043999681244
0.3128612724357478 0.14778659602996244
0.27198454341079326 0.10450361972407046
0.26310854061050826 0.14256544037289026
0.2564927128747409 0.12531770779734017
0.3014185400783151 0.15141290751901776
0.2576214882279516 0.12069005249564532
0.2976234805415614 0.09905123277185666
0.32806596807001964 0.13023260098265296
0.3178342253750172 0.1064471626092516
0.2800841486983036 0.10108709278922778
0.2801145033846609 0.10108460219538712
0.325354327137322 0.13648097412744498
0.25809480979309146 0.1349171777057162
0.26295897123307327 0.14185173583375443
0.32545779216002785 0.1359829949215295
0.32331671686817065 0.13899896714286142
0.32322955837878875 0.13894063890691458
0.3281549231785649 0.12463566532353891
0.2678434731918275 0.10782424726900518
0.2721212518854113 0.14773130518004826
0.3015291207817474 0.15073462102119567
0.2695276844961723 0.1462773278812131
0.2695276844961723 0.1462773278812131
0.32470533030246823 0.13631904347919066
0.2910531375716909 0.15157955950834764
0.2594421178380605 0.11868129437633668
0.3154912655808052 0.14479793007112693
0.2609459954751378 0.11602783645329101
0.3058828152893834 0.10129662677905868
0.26923118912483096 0.14539587119197162
0.2705476155985813 0.14615105766372552
0.30133536203070244 0.15012929752474943
0.3013883217547087 0.10025993433844908
0.2929177817395786 0.15100303637635626
0.2587363416522535 0.13262644128266313
0.32202114616689353 0.13868195419304197
0.2851156842502505 0.15049851906404454
0.28562310634164034 0.15054669709330432
0.2978790234127475 0.15034648026629596
0.2583834050287534 0.12384046135180254
0.2583754983323778 0.1298456125519839
0.3199398591562974 0.1404355965553106
0.32678577033172296 0.12433802508383376
0.31254194515413597 0.10446139283766025
0.25946026752995893 0.1205982675048651
0.2585502034657731 0.1267894780269357
0.32608858411439423 0.12882187164319212
0.2743826197423277 0.1469375223312109
0.26312064705685645 0.1388759881780373
0.32624976126004607 0.12261419978844529
0.32631004176674205 0.12724906138591108
0.31731391332853487 0.10786782679789615
0.3033393962228582 0.1487310571127794
0.29312144811400725 0.15010333034681167
0.28844806635290243 0.14999103735386332
0.26532299267999854 0.11177622849600632
0.30622866379765895 0.10206683418690368
0.32539548415930225 0.1306450721205523
0.3197929849622445 0.11033913896402259
0.31379761166169123 0.10558616333641982
0.27696261489692053 0.14756903242521235
0.27489885951657134 0.14679131674064821
0.3260353106648355 0.1264531711936283
0.31547567238231566 0.14299636562992019
0.25908709819334685 0.12616644642240554
0.270218068977052 0.14412630998661535
0.28291831734896744 0.14881076847022284
0.31903605113926053 0.11002464149695149
0.2597438951527087 0.13036457945082183
0.26535027866368094 0.1123947330725862
0.26145781692706 0.11820442534877842
0.2694704054831735 0.10857832987792164
0.32028580350545294 0.13820239256231612
0.3236895832844727 0.11673407502442082
0.28783983427840243 0.10095151859360144
0.2637719870840666 0.11457030898741584
0.30687661436654096 0.10280634957818356
0.31331275449181817 0.10586788503284011
0.26049719300895435 0.13172850510970027
0.2879953758433553 0.1010269442502344
0.3112877373324683 0.10475903967746508
0.26963363054803985 0.10873202883875736
0.3061557628290521 0.10267644298224324
0.2821380796325401 0.1024098759657223
0.2847797097557682 0.10172510320401375
0.274823477161854 0.10542719656310129
0.32295811723505014 0.13358618800556704
0.26330801775617796 0.11578927096513565
0.29922280638503523 0.14828513130082044
0.3247281972617205 0.12140311763101849
0.3225338832976028 0.13408628394129538
0.28659955010939936 0.14861710963536442
