k theta
73.05388253053201 0.01972264754549363
52.61436109505111 0.023899137780626228
28.101022407853165 0.04870414073075205
28.577452215251967 0.04809051455805735
30.190913910228385 0.04592960088531726
63.662886300253156 0.0225666093278837
53.927702566712554 0.026689473456443756
72.38736747006642 0.019733266177835745
77.99255222983378 0.018258408524002172
40.820185991526124 0.03498779193627637
79.07932189058066 0.017982914161221716
51.44458805655688 0.027874739648757044
53.92400912989701 0.02360017536141052
32.735543860225604 0.04226038248908813
43.103806375972546 0.02964766476369563
32.258030219959444 0.04264540597538617
31.702084359407188 0.04241432024452705
72.99824524347207 0.019493007750300526
65.5567563122139 0.02176708470677049
33.004480218399806 0.041764507769554086
54.364881691074984 0.02630696800985558
53.72747505689858 0.026601223615135623
40.05955711900793 0.03525785318530414
36.089193636354686 0.03618613901898165
67.41800563174007 0.01904162623934251
33.32416364106201 0.040583763009762214
34.85011000691045 0.03959981885833083
34.71965782563322 0.038067858724826924
58.37392292382047 0.021946965036801748
33.85988677563979 0.03962501669294872
44.458772073172675 0.028945167375948738
54.7484101695419 0.023413484553277835
34.667909376017434 0.03935388017821106
34.348013432274726 0.03935022608123296
37.157162672256916 0.03742331264078212
48.68655419225011 0.026381652705146814
51.127885191987815 0.025101747854797768
78.73343942980644 0.017909250123554196
34.66142792564294 0.038878573720830915
35.1103126035149 0.038912496076512613
44.14723688081094 0.031997338199444524
37.94072731113462 0.03668396196419889
35.60155307118924 0.038458759161416466
35.57617843514275 0.038465025855857836
35.289601131927135 0.038606479659228754
50.79089970618652 0.027925576479717322
53.184907830624226 0.026679694504354222
35.38336862790904 0.037796248125705506
36.33201312525878 0.036418762792860146
35.86981521092546 0.0381919662277929
56.28951181364268 0.025214935402087656
41.88304462125538 0.03353877459230719
37.92783577980349 0.036571664161069224
41.24736618224765 0.03398897562752263
36.55343854908037 0.03757196466086378
36.54308873396768 0.03756051668880568
36.65495922076034 0.0361572909613085
78.09644912853659 0.01661070990360887
35.81670690582886 0.03790131967709663
36.36748282075733 0.03763425328261304
55.66656814519117 0.025463180842182024
36.1669999645254 0.037724902301397564
38.05119380638096 0.03461627251602833
39.833241616588815 0.034927455620859915
36.842544690100304 0.0361534436802271
38.78544787505551 0.035696554608043565
38.15621511974388 0.03613974114268805
55.73646325102467 0.025387069933212447
39.08034053378459 0.03365797696585728
36.96470973963521 0.03681364940736129
52.23407575760441 0.02470493376733193
72.60129078178875 0.01939354431883671
36.99585903951396 0.036647883044241394
37.45589470084001 0.03645678697075325
36.99900846317294 0.03638781063138783
38.41892640619155 0.03580618980459808
37.38027499209459 0.03579415627382347
39.06129279310032 0.035319666126421526
73.90780369728182 0.01902562376860572
59.36984183877029 0.0237836084598095
42.57471294360488 0.030674719927771266
44.487822091603434 0.031474222646016875
50.59439234189711 0.027849381754277168
52.61020604981848 0.024575555296657798
54.01120637122004 0.0239338437197509
56.78388227691378 0.02485536813986434
38.14897668603439 0.03575561905817727
39.131766568336765 0.03512667027001852
49.62377646992991 0.02832434045024021
41.147133684852726 0.03200470140010155
48.18389269546106 0.02696083582785655
67.40629774649175 0.019243928978236936
42.735818213033696 0.03252632265594139
41.363362771218874 0.03182046822060783
51.26945229013474 0.025289327125358155
39.82357669412555 0.03330640869643166
45.73368689096492 0.030566694002654632
39.04914629443397 0.034893799470919355
78.5484229038739 0.01780348409533351
38.742650409409855 0.034915988703512556
40.190926289820496 0.034202782245607494
38.88359826147203 0.03490390235927743
53.287332593582086 0.02432925094120253
79.8851714775305 0.017482160778675298
46.683541404589675 0.02996242939439727
40.16687274880452 0.0341702008760137
53.313174788073695 0.024322346331977975
66.70543797676176 0.021069954256822634
68.18400618324063 0.0206015913901685
56.9185106666004 0.024720268254437603
78.11793227811961 0.01788689500823906
49.14051536590904 0.026471482619241204
65.3398618213958 0.02150903672055919
40.98527422573695 0.03355554739281631
76.35180652251017 0.018314950014561435
49.76426906451423 0.0281647688250466
70.09005908237611 0.018561218312948227
41.36773948571741 0.03327107252533063
77.72368759692083 0.017970608419738097
41.717731015960226 0.033024369334198125
73.2700178701515 0.017791629282422432
66.48874289324986 0.02111110739156656
42.06489894917497 0.031405258483316975
66.77076605744242 0.019471986246678192
62.083711349345464 0.022626610999584233
44.39417983639192 0.029557660090868944
42.38010024434733 0.03114584943372349
78.31241434714678 0.016702856422726127
41.98994378232659 0.03148902169740703
41.20544579743231 0.03329555564163015
59.461510132246985 0.023623525837730454
44.706435503057236 0.031047522454016437
40.40122180264132 0.03321274563059805
66.44947117689044 0.02110325786045337
56.95612472417507 0.02464073916860953
54.2486154224655 0.025839606766085557
45.08382855634272 0.02912718570621451
46.81012710373426 0.029741485624492282
72.28410341669614 0.019345578574501282
41.062203077022744 0.03253471531681984
41.874501939640794 0.032728832897604816
68.36184239614681 0.02048341875998762
50.71035355747768 0.025712259129671455
48.15657545006731 0.02714892812875374
52.877632364198504 0.024630589745220574
43.92905329684097 0.030019525663376297
41.6329179071412 0.0320160326174972
51.22064178174705 0.027296763342061874
45.57094116169054 0.028831644284168324
41.020152480236725 0.03287295431324253
63.045226734572076 0.022228967779134218
45.51580670359186 0.028876799928991635
41.11976887287785 0.03288810416676093
52.5952789418936 0.024784547730751
42.48460553227585 0.03126643147939946
55.53496964955236 0.02521791353284731
41.568743130493914 0.03218203736560112
47.221314697344454 0.027756301603925795
53.21943917882302 0.026287100836822022
45.13123180012309 0.029165518483651315
63.02552037519487 0.022225375964801133
76.30896236171104 0.01716556822365716
59.7387643163843 0.021796889200838925
42.834493389481665 0.0320124914107554
54.00260552814736 0.02414322546056566
56.498648643382566 0.0230601697940341
42.09985378732655 0.03237622845764038
45.34455599360755 0.030491908994807235
41.89586408081078 0.03241092842523271
71.56394075743938 0.018267754945245483
45.817848513528574 0.028735537493198564
42.50632342722128 0.031388960355148564
79.56462406890603 0.016514121058046838
47.058421249466974 0.029476113212579577
47.853074475181934 0.02902708658018162
43.058183089523055 0.030906112646978234
55.28584958989076 0.02359213385792638
61.094144209628936 0.022903675556274504
46.31507359612015 0.029893625000298907
42.13514674359023 0.03184431789609573
76.45534602881612 0.017154977468570632
42.720855607006044 0.03195013623925935
60.83246304572559 0.021431093646829383
68.36656022631404 0.01910687202002779
63.32442310185727 0.022086008315321905
63.37338017095355 0.02058196498721216
45.76640957837605 0.02880829414562587
48.66447688789597 0.026950668777965564
44.85420429235703 0.029476741846814862
56.99354930820955 0.024530289927156987
58.864414491788715 0.02375469581232977
61.05551974310573 0.022903930494582208
66.59093981328157 0.019617206181876647
42.499953876380076 0.031688070320753936
48.984221611978015 0.028354467966218322
48.692033069136485 0.028510559964869862
48.10294240247685 0.027328422545355516
45.497682240685805 0.02906911074352401
65.58564931889006 0.019923432231880613
42.95912722775098 0.03126399918407219
71.74004723422676 0.018261912295869518
43.32038573555416 0.031410887858511705
60.54604650243152 0.021568908489333863
66.51060482721408 0.020981132372533195
58.531194976662036 0.02385697180808389
56.91755303248486 0.024523376945881255
67.69078015838433 0.019323383755533288
61.144964657819884 0.021360821028270114
43.56301055899793 0.030683160239180655
43.260015571858915 0.03139958687732967
76.53549403809352 0.018144669120180708
44.33222734335574 0.030882420785165704
60.11453574724018 0.023227540453862897
68.80735947160301 0.0202611994358723
45.67159747832983 0.030134674279467498
46.90929885318043 0.02943982175514226
43.20304771499018 0.03136374609723437
43.12430795362273 0.03125013225131569
49.04149607730042 0.026802493227083883
58.46038456044277 0.02234968169199461
60.412133946765735 0.023109225310614698
45.94961370694009 0.029967800449508843
47.5712599459839 0.02771097058431774
46.05452798449523 0.02873100292597639
46.20899197555825 0.028624547683028072
43.84278721782884 0.030493245900821107
43.43608306745981 0.031202980557970918
56.414196382800256 0.024716140608377797
58.772860288893 0.023738373363387952
51.62797781962305 0.026922653579450014
44.219523010658946 0.030187040505356123
54.234173216381514 0.025678584044815635
59.809822121066475 0.02332603620343489
68.34685151668053 0.02038538981166091
44.145139810747025 0.030853462322622684
48.30900884185681 0.02727989494144798
55.49079224448392 0.025106829469802232
46.40533933165267 0.02853175567485157
57.709502332666716 0.024156931193937414
47.637210598982506 0.028976032876468473
44.00734618776418 0.03048936029238053
44.17778039547508 0.030329426981932632
43.86494028886409 0.030716638315174814
72.4949000651065 0.01810965202552809
43.91396874126335 0.0308004666628776
65.80769403532528 0.021172571904290078
61.62465044000638 0.022620387223237594
76.34104820414503 0.017242107367734752
67.86913267910703 0.019307505094802575
46.20732295040185 0.029714207163428125
79.64966495036501 0.01657170941383678
73.3988247159426 0.017904475515669704
44.31405964156944 0.03030245271319585
58.058117001648604 0.022549673186042014
50.583719005477676 0.027394480589823945
47.534066716240545 0.02782078843231838
52.58490212874224 0.02496270875365096
53.07948516695427 0.026174982328264963
70.62948919259406 0.01968434822706007
49.00721813371534 0.02690579542467124
70.76770460181854 0.01854865593035218
64.26598016194161 0.021673277140555877
79.54812620910693 0.016597139730777838
54.18248291898643 0.025655055154333382
74.24345116857063 0.0186857934973988
57.29319572295947 0.022867967878871093
47.26151983250954 0.028031409083849684
75.83628242451604 0.017366916965337188
55.204594571651114 0.02518645017143356
77.04365420752787 0.017968021620337803
57.25513333273838 0.022887164326441466
52.33816017083781 0.026504616140565103
44.7107455725679 0.03031445549062585
63.78470358846782 0.02054265567812757
48.902864497615475 0.028221930070458534
72.65295678231873 0.018096565622816245
56.420585643057336 0.02323743981663766
52.47141690576423 0.025048122804216394
44.9490785913249 0.030209196913122974
47.530201382991976 0.027882335152460212
58.973216153393295 0.023597055981671153
54.27205929622927 0.02558946805084883
45.13625749742506 0.030108199246785657
59.83019037906496 0.021904118637184587
53.1597674798385 0.024717844457510442
45.32812063666728 0.029535710465124876
62.959157263450514 0.020818455824296388
51.12057666920792 0.027076854654702366
60.115306751769786 0.023147266190581633
58.507533855217886 0.02240660514198446
44.94999973555348 0.0300699006946896
53.378260968131094 0.02461789058472679
52.15382284492335 0.025223836536094564
72.10642445342657 0.019241136996186375
46.71378188893587 0.029318966947406343
60.16062715506743 0.021791889674113774
45.13155070877494 0.02999507455255268
48.63473137769237 0.027203400790073627
45.55578814526643 0.02939850818945325
45.55800260493359 0.029849627546386502
46.14837904146771 0.028920813306963965
47.59277545448601 0.028849562605972774
45.89645315696213 0.029142969062647524
46.71012001069254 0.028512597564807382
59.15514601880136 0.02350048682664846
55.49773715899411 0.025014264301921857
47.98004822024731 0.027644669366350065
53.31202226107156 0.025996629712392735
47.07086407071475 0.02909448947866365
59.62730457247682 0.023314951215438282
56.02415768737281 0.023440033938856738
47.208576649802254 0.02901731009784063
61.28555709798165 0.022681226082061128
56.688447953137874 0.024488946614741314
46.55897750260122 0.02930178230765381
61.50591404921508 0.022593340503098545
49.5580831120908 0.026697758067530747
46.071091268310845 0.02949636193715554
78.15740087404644 0.01691855428911176
49.16935357757428 0.02693871510746155
72.92501530883682 0.018990052779031052
59.52610940912015 0.022057779481482777
60.04740452133348 0.023130762047532283
71.64818461519161 0.01933805675255515
58.383313039226756 0.023780881912486212
57.31815553677416 0.022922034110125535
64.33136109129366 0.021589369888114142
46.41519113993618 0.029271261680789966
46.22177790926635 0.029097900330328774
62.35058009945537 0.022271273817292825
46.802477955271875 0.02909952341432312
48.57735754582521 0.028242105432789627
54.18819897386228 0.024300940189171102
53.64182788008171 0.024559843433316998
46.551540374187056 0.029183048324029848
74.4256250509442 0.018577252203937245
50.67502102585189 0.026096325852838942
49.54577978849127 0.02675268798667406
61.182072643100355 0.021474092375601612
79.60751063809234 0.01665005619581299
64.4282487941015 0.020399157086866633
64.43419355083552 0.021536331680441077
46.4426950617495 0.029038255130899117
70.79908279701526 0.019560399767657104
62.047687145721454 0.021180457047852555
46.915524645480374 0.028983580533734156
74.07428487720966 0.01866108325976997
60.13054992930599 0.02307442364555863
70.41107532436996 0.01871103196765158
77.1513271816409 0.01787465101133026
70.21856934115868 0.01876136138140701
77.90325355162597 0.01699840515921324
67.7299115592613 0.020465489564649726
48.47566051264158 0.02747024939106308
79.66366679534741 0.016654637525503446
56.37962899031883 0.0245639203779561
55.38740392420384 0.024987545849643057
49.87195861715947 0.027543745724296083
47.78668229389144 0.02853292030915871
65.01947327174263 0.02023456199321334
50.74393347727302 0.027114370925826983
47.09754958343516 0.02880191826732565
47.776477988379334 0.027978738033293045
71.09992628018851 0.018547410006884833
47.82645767058327 0.028492033131714632
50.75968853988744 0.027095981544819722
49.11624703298507 0.02708501275658072
56.87099163102082 0.024346592786781127
77.57644656345389 0.017754905146937783
48.825192340796164 0.02802550127047928
68.62997899887279 0.02017663114703288
61.4309026698469 0.022566968935306228
55.764175024339764 0.024811212000051923
47.10182229112246 0.02867987048720074
69.79972368851382 0.019827064342831345
78.69254243627928 0.016856964289382978
61.6379948659973 0.02248840993829995
47.285260370358316 0.028649668666663936
70.85078488933394 0.01952120081347658
60.47694857662101 0.022914760265610686
49.11394620422095 0.027865832569887422
73.97334936108894 0.018661369396657596
64.30602229637711 0.02047031849260849
74.00363270689172 0.017862298679748097
49.605855151473676 0.02680892656179755
52.53998187224559 0.025172252640293546
47.63578387241208 0.02818923833355163
55.410093442236416 0.02494512965488174
68.87566127883913 0.019142156350993533
57.73567853963509 0.023973260098894278
78.18490465379567 0.016968268137869315
47.47719151787745 0.028474893865617766
55.16425420535613 0.025048880271918664
54.137529338256044 0.024395841806695594
48.276276168077175 0.02772168550126374
47.85733206868636 0.028360557994583972
47.689436630680355 0.02838534194996129
47.6469925231664 0.028304382795821252
47.79362795018101 0.02813041525942185
50.76746485999013 0.02615063665675671
53.33716241716865 0.02479433346568647
56.282184280427074 0.023438602304620495
53.54197114789807 0.025745326858769034
47.870432956949 0.028254763255124646
48.36979029737875 0.02770046783216476
47.94724583980715 0.02805950477485241
51.20023474927278 0.02592198130429526
57.88563927023955 0.02389324702644112
78.84399894972566 0.01741973767447601
47.89058945768004 0.028189804185834985
67.40814031791274 0.01956296349384271
59.81264651476526 0.023137705332340976
52.03850449219636 0.025471327589823685
50.997428264059636 0.026909178280152476
67.63537872519878 0.02044889533376602
68.75869332031048 0.02010666256735403
49.24196034820589 0.027114924775223273
63.73888086136981 0.02171507601446353
48.100340448875954 0.02813932714886746
52.757000912253545 0.025104809215066283
56.945468693340835 0.02426716752464935
56.43700744796983 0.02447691673952169
75.89923392030093 0.017465374970828253
74.46795284620579 0.018503068325427273
68.08682179592608 0.019380534153902895
59.863077074327634 0.023107744599877265
52.64366915965716 0.025169785931414265
48.25756665137736 0.027888917938093255
76.10713694030976 0.018081026019343777
48.458631938825356 0.027710345253983693
51.147901545740304 0.025977500077901873
48.63663738874662 0.027935560015307608
48.23316008496535 0.027988658206309767
52.39972201697448 0.025302952758682842
73.50868380539355 0.018006339505302792
70.89140677450679 0.018642902985233967
55.17398995553346 0.02499830220722988
62.83575524444069 0.020982468079276208
50.66449605018467 0.026268631649075565
49.52235752521766 0.027546531792746326
50.30105491170665 0.02648862919527943
71.22487500333685 0.01937538428828587
64.72083991326986 0.021367829387013242
56.68901762436853 0.024352260753273684
48.867845791093984 0.027785919874127797
53.580517867886115 0.024719601127391282
55.477826286850124 0.0248556121953138
71.55127139768507 0.01927766252959498
51.89367405716404 0.025597904957535264
53.810601393312595 0.02461407306284119
59.05546189506468 0.022348214957339848
57.77915438909066 0.023898939884105998
71.21581912009981 0.019367675807300536
62.66695587386891 0.022060306530290882
76.40745507041997 0.017986237848364048
51.658128646551816 0.025740657576148247
71.01127451309652 0.01942311561987252
48.83562266490202 0.027601006988965303
49.31434685326683 0.027187473040511237
53.40157412274834 0.024826937657559486
72.08264803036384 0.01836314199021377
57.581560179608985 0.02397099857091224
73.2946268103282 0.018790887834479908
51.42617056266122 0.025874596864324355
63.38796541174449 0.02081806226122504
58.715142398387485 0.02248946620313942
50.794498263698245 0.026906717137156894
61.81205831949377 0.022354255229507985
49.07975921503518 0.02757348214547828
79.6629061788316 0.017181976033037522
76.34130311733665 0.01740070964089689
50.70019139919733 0.026946789312026896
49.14683215117522 0.027386728810587346
65.4521028962245 0.021105864685930804
76.59188466348424 0.017929028098647007
52.578278011337375 0.025262875584804646
79.21662363583121 0.017285410698888424
49.10374346547587 0.027508532590563704
49.55206629875118 0.02741704270772813
77.70803182633885 0.01765034906936335
56.348235625837816 0.024462960206813954
50.6636899393945 0.026950402579174422
54.907284177700724 0.025069758180425266
68.34040017652144 0.019343058502729438
79.79956649873824 0.017141696007805574
50.60791214752736 0.026965921303464063
69.5071867199775 0.01984402973235634
49.694086459986096 0.027006301759251887
54.681664052099094 0.025156909749588154
50.07240816400959 0.027176363123842376
