mu1 sigma1 mu2 sigma2 alpha mup
1.2910622321663252 0.18178466700472645 1.8094687486598837 0.11014389647469769 0.9378897396523288 2.606514875493927
1.4485878530906044 0.17171458207021076 1.4778893298836704 0.4741113634399223 0.74246064891898 2.2016244431384284
1.4209347003707649 0.1761849080656418 1.99067966235916 0.47260124256808156 0.7886823607019049 2.119228867261785
1.3792877059649535 0.14575595007522227 1.6536974449609847 0.6157139537326605 0.7458163071609059 2.6065101623094242
1.3895781987512446 0.16265307350764638 1.5206652864539234 0.3263340881440761 0.9001510136956615 2.1347870951226837
1.4272528893818754 0.12340140903527268 1.6577739874960742 0.1939901409427605 0.6570665819134283 2.877824067089741
1.3249438483923786 0.1401120825474215 1.5441066365117655 0.412919415042605 0.84305128678088 2.5179685379574615
1.3377268762016117 0.06723921796557698 1.3750259352306782 0.2583605293395298 0.7554476144510839 2.651977185159084
1.3009670658077792 0.11467384890992559 1.7322472012915382 0.11751331839902379 0.7092815535238599 2.885552126157989
1.3558015429438395 0.11991625951409836 1.522815596317322 0.637698659685094 0.8365761897669443 2.5195647098560316
1.3306460780917622 0.053208070102353434 1.3699823331085152 0.2392112779124522 0.4391634223684066 2.3497422295166617
1.4055696402358875 0.08201759681012227 1.4945302025242726 0.24423447077453375 0.4551299581928607 2.5860251720365164
1.4097499164502831 0.13758544367852252 1.560364894647424 0.24555063386008333 0.6660094808134979 2.1312134557652715
1.2921807307158333 0.10543281200943037 1.5780686441800849 0.31791459497866853 0.7587284762345893 2.8610597344569175
1.3502502754636418 0.09332308970668006 1.3508296766910997 0.3425756615443008 0.7416032388248374 2.759499195908105
1.3995595113734949 0.08342251716030652 1.501950196066879 0.37737152273311425 0.7524738114486086 2.7227458201503563
1.3545944767113667 0.10113269409030297 1.932023196986857 0.2598289808984631 0.6571695054109794 2.0413167910469574
1.392482657749456 0.10691675937551048 1.4722123175389994 0.42732341091080744 0.7044862356267211 2.813096781569117
1.272979904309339 0.05997662171077355 1.525693575995387 0.21971536654319163 0.47688812809583464 2.562468876108457
1.3702898653895534 0.08757241673090654 1.9945239975047113 0.5529338745645975 0.7880042800688611 2.341061751181432
1.3841488969713496 0.08488076485115874 1.9674538155908423 0.42343296025124505 0.7588779453889903 2.404550555003988
1.3864848209037732 0.10131972498922984 1.4416711692842785 0.43164548030200267 0.7963918954791889 2.2764494102368564
1.368563289681055 0.130005545310148 1.5990914331896444 0.19736775066497705 0.8349189931823606 2.2100269226110036
1.3725878756941585 0.06063510348477849 1.4686526800441717 0.37938758094138747 0.5340370597644775 2.690057989885757
1.3416858941241405 0.02781702887602109 1.4822913439413625 0.31401596774792456 0.34957759558890533 2.1045358103702014
1.3769550787681681 0.06650417767545919 1.7073665908852407 0.25633791913939025 0.5333791307272482 2.6716572191255517
1.329652243837081 0.03833150142037316 1.4393457771889775 0.248474616546686 0.2415297097587667 2.455243308991953
1.3650481402511638 0.09329376793036731 1.68135698582778 0.5041890040865833 0.6438787087431428 2.1744360644162612
1.3661277501893143 0.10133665059200837 1.4370926255142955 0.2548306667799305 0.5385285697012268 2.6805676811008357
1.349554954983594 0.0838476002322794 1.609739552842404 0.5631530101651225 0.6896683445919884 2.5616482843050745
1.3339500625152307 0.12252570455800346 1.62404258300375 0.40530982312205854 0.7678994737010386 2.536957832729104
1.3919071366396467 0.06778621311345184 1.538673322317379 0.2972542065115904 0.6728806766938293 2.8812476790796624
1.3275273137499184 0.04946105818349571 1.6988458213558943 0.28767972323333724 0.4117506906260959 2.705361218951789
1.3775935778024189 0.11699698379625843 2.0499849862358506 0.41104370156171627 0.8427110695471807 2.6307162401440523
1.3614102806922077 0.10934995937461353 1.8643453229660056 0.3629342181573089 0.9370452777545063 2.209114784988185
1.3111214706125685 0.04778254079169858 1.6158092407425158 0.3741928917372131 0.5357263231218408 2.58494762418197
1.3878309265776847 0.12998320712517192 1.7390758078869863 0.18643892558535516 0.6856376477489534 2.8501443912227415
1.3088775812666622 0.09165632668450176 1.7185155366097922 0.3691858678597946 0.58626493385853 2.5174889144314228
1.357010041084135 0.12558522121250243 1.8872008926500135 0.09047684381753068 0.7016289778071181 2.5464057337712473
1.3435811661092096 0.11690158660845335 1.6485994023666157 0.3293125933388277 0.5490921986373019 2.349786914389562
1.3524571999092891 0.07364090480166961 2.034678089950826 0.3707025653910822 0.7871667539226249 2.132451079033822
1.2991169956835986 0.06626107734912483 1.4843294311767847 0.3000303448893421 0.4130583504563601 2.386590669171993
1.364122566129443 0.12422922855156382 2.003469869051074 0.2864271657908445 0.9298774082743583 2.6130025148213356
1.3641368384199735 0.1407335260368844 1.8137392907324248 0.08272154810625967 0.8631785013433549 2.3651699133868833
1.3356814115179496 0.08171705029462928 1.8034755779572957 0.4825041433073257 0.6402948777234091 2.4779676957827235
1.3470806973723977 0.10616383433668052 1.8344058871444187 0.5081576362024861 0.8543962812108975 2.5766275359968085
1.311071083420068 0.06716046038520397 1.533411120488812 0.3641188996565531 0.7107130843291377 2.0539319597046575
