alpha mmin mmax delta_m
11.958352661815876 1.1539518972552292 2.4213009002875583 0.17876048910483808
3.3229490417579672 0.9821864808192096 2.2709693794931343 0.500269106946239
5.288828523217003 0.9870064253979198 2.5222074269824635 0.6335437425586
5.1523631748188485 1.0041693682794657 1.9465086821528725 0.41276370236639714
10.788349879077773 1.041510246004835 2.7997763438016436 0.9529695858690104
5.455971902768672 0.9259376377200617 2.2340680547055762 0.6772749040147631
18.326253180478272 1.0300913419328164 2.7310692774595604 0.9962968327849717
16.73881180302203 1.0905732548509168 2.6282416639731014 0.7908960261635547
4.974538249774545 1.052408352724476 2.4296316594795533 0.4517596272162916
9.991994927817883 0.9599520796184043 2.0606257572513718 0.7734548516090508
4.736487712746035 1.0111933026211934 1.96781584716513 0.5357207348090207
13.478031475448823 1.1270396554879252 2.641637797702548 0.3335284653193722
12.424678150483846 0.9750208066227602 2.155592413508323 0.8631119081582713
17.164349622555402 1.0812494939628796 2.370696837557113 0.9114622361941339
15.278161184097343 1.1041473018834331 2.3558968678123455 0.5232119905995277
14.354040736795362 1.1165491507754237 2.6647804304801834 0.4683987522933513
5.006625732264597 1.0572897258369658 2.022251717955867 0.22647845036116268
3.589976775614211 1.1238789539079155 2.1347876023606567 0.24710960420997996
6.736943786149965 0.9792930567842428 2.5101727791983897 0.7173731150273228
7.041969051493744 1.066460686583886 2.224428517507974 0.24086361844608964
7.8622557005051075 0.9738909566943381 2.2656448967220193 0.5567398218291597
5.632855554517903 1.1422284866733416 2.7924814687697785 0.21295690904303827
10.332154850762276 1.0484936184334859 2.6242176755178086 0.40606619199248023
5.96134055659406 1.1357038914065885 2.2114189359486933 0.29542048185478376
11.819833358498528 1.1051052833925992 2.410362737972677 0.3001965592257766
11.455687363982019 1.0548814986059745 2.811614470194214 0.8691647314592444
5.155835463025683 1.0111439956455583 2.133153049116031 0.34471174661357745
11.52474906456494 1.0195337566439513 1.9857654062147072 0.7174551603145859
7.017974605611622 1.0368948963948112 2.861998648766212 0.5980567626877766
8.361319793042663 0.9867782695313643 2.5421318252243736 0.5572492773595171
