mu1 sigma1 mu2 sigma2 alpha mup mlo
1.348226455989864 0.17650647037591966 2.304124529803351 1.488078145006736 0.8821735304669787 1.9461842400458151 1.0365815590271807
0.9184005469724925 0.2591342808953442 2.6607434449304836 1.534336626015902 0.5962298914681738 2.3515194024319253 1.171702380508548
1.082495383559951 0.15006120619785882 2.7389016706828637 0.6981371829899292 0.6896686329897416 2.0841303993126354 1.1757088717894193
1.2316858877231112 0.25687013013773147 1.6725606649433225 1.4574741226488492 0.8274328324704741 2.849999131386339 1.1489113249779765
1.2852976933531117 0.06531868620644703 2.5726013201920397 1.3944523220289722 0.4841886104790612 2.243052787219839 1.001829478525053
0.9150402310071715 0.31820847759650545 1.6075289957982402 0.336850246612772 0.7404505923436524 2.153827049960675 1.1347203864405497
0.9694262008489393 0.32493887431841506 1.6536961136940524 1.992190318015034 0.7839638824679823 2.0423198750746514 1.1271992892436464
1.2175424496410423 0.12869873746122673 2.6093432384546005 1.7976272432769147 0.578423849819103 2.2939760116059627 1.1576849274961534
1.1837132458797268 0.37513707911396477 1.7109551555512117 1.570547713943204 0.9580286145978438 2.2775875993025947 1.1767080559229306
1.3325912409770362 0.10347929523701399 2.84024341906883 0.6371949089201877 0.7142088587780622 2.345272927066461 1.0999575497080378
1.3232871456858282 0.036608728066484304 1.7249869301161258 1.7253731738028 0.7022271410705417 2.577858989306564 1.097628854307377
1.0249395676276891 0.2683235333935089 1.3382961534774067 0.024951068075263823 0.6152202860085443 2.616276395543806 1.1651600795663315
0.994038079625723 0.2012171109541705 2.6506843322692295 1.5558970140405313 0.879823600564619 2.047467545388251 1.1806048884228693
1.2245872261527881 0.16250920829465892 1.9455505307109964 0.14264453471090702 0.8509099274938449 2.2091055588018476 1.124443275538047
1.2841721395333932 0.036832934708170756 1.7646844851658323 1.77342405716341 0.364722331974608 2.0272876412717995 1.0803461558759089
1.0137913021223348 0.23647049044561477 2.5221873479761063 1.9295121279779837 0.6341312284364786 2.0138762316602605 1.1461098861083194
1.156679872708198 0.23535732398766374 2.548382250998683 1.5726650577895076 0.893627517192945 2.230168546597994 1.1427750657985953
1.390192150000976 0.11968966319083643 1.4052210647080021 0.3348183885119542 0.5343664937208077 2.3912377413655017 1.1322031697723514
0.9947928502010442 0.6211235018814689 1.1807901195032784 0.28517383924961326 0.4100835616910943 2.664543160172313 1.170258904419325
1.3381663121458391 0.029578006641042598 1.5706110173832477 0.4719340780004927 0.5371739842719372 2.8658144255770606 1.1477199726222878
1.1999340529863358 0.23295338465762638 1.9471854220182996 1.6584450797988106 0.9505277211742099 2.6463537672198525 1.1588060802179907
1.2896389778852357 0.048315256650031446 1.8554865687420903 0.5322590806691669 0.5334249344376468 2.252715616841069 1.1165812303498577
1.3827444235010002 0.07377109023224823 1.6965531748989853 1.0644703300115896 0.7660192316867033 2.2069422181342473 1.0461851722608901
0.9972530690775971 0.4402556673835896 2.237686189543092 0.2913596562147478 0.9532908142858381 2.070326457814972 1.1762233329122602
1.1435101382280681 0.24284389961439742 2.338153399076773 1.0918114489257045 0.6130027132325001 2.086552607428679 1.1575417633568592
1.2883035494793287 0.11841303152435373 1.9563172734893355 1.1152829273796432 0.6299108214978295 2.554364883681058 1.1711422117746055
1.3106406533199126 0.0822186866599763 2.341130458049474 1.712335211984504 0.5539457561133885 2.2681898343685782 0.9836795799710019
1.1177611937105465 0.3500329978724997 1.5652268045437903 1.3263460909534215 0.9613923409017957 2.2530024068113383 1.1552364326538054
1.3104576139181965 0.10146394060810711 1.6724186045417668 1.4254096976050825 0.6343326942992839 2.256674502405694 0.9808263243041376
0.928360888422033 0.4663218638422633 2.0729721710304303 0.3736299096204656 0.9843516594866899 2.258151385204589 1.1686392084656057
0.9845496057738746 0.20484888131371354 1.1795709131050196 0.30961765315011053 0.012620272629716937 2.1127553769218834 1.1519078672866216
0.9359642405203166 0.4060533642616927 1.272505701593155 0.23509605560334257 0.5207727718466126 2.3762993659817497 1.15203859216389
1.3626282062197523 0.08466391233995695 2.8707381245304644 1.0743976467681453 0.746034265454844 2.4228620362527753 1.049202412502374
1.0052393832513133 0.3603189371944535 1.5265054350373126 1.165450492024373 0.6419650149269409 1.9747842127209632 1.1708862265035365
