mlo mup beta
1.1758120756988426 2.5199567848711104 9.00515999263011
1.1487934573435357 2.0551804485284744 6.045205396928434
1.155394104175925 2.1605149484695705 4.229909279510537
1.1583469815609169 2.5917466623474086 6.240748386500412
1.1631760761946404 2.500225157328193 5.043153226926451
1.182149445426071 2.6913602528117457 7.881923267883655
1.1804361854724814 2.4065423715721446 8.570662471852323
1.1528565989863397 2.2364264101143534 5.591325010184725
1.153667276831794 2.228739228375746 6.198963176417589
1.1610536732229444 2.3823347610310477 4.930403407091298
1.162525724706754 2.507940479014426 5.154044173416445
1.1803069349377928 2.5889302238275604 8.495760356119048
1.1762882418820177 1.9206126987605225 3.449210016857462
1.1589702382856029 2.269126825137854 7.18753048995155
1.1479969758073825 2.092988085708993 5.521647007816181
1.1609759202261598 2.6030595686617133 7.163581433197518
1.178220034134611 1.9652584121238843 8.233620643538494
1.1797690168344421 1.977317221883172 3.4480868384618937
1.1587905139348345 2.504769224343569 6.590612466971679
1.1707500114138125 2.428808698003356 4.583910692137472
1.1570845770131903 2.216818431674885 4.579677817214689
1.1732771012363252 2.843911490337966 8.815538787616033
1.153400238992818 1.9947024253458878 6.269948481834232
1.1509564993213055 2.1162400442638747 4.468927213907534
1.1715377289664157 2.7447630720785496 5.096568030613772
1.1728869610957937 2.7281257227439255 8.762981806006923
1.164602541572834 2.494698802663522 7.841759249848026
1.1587433787111996 2.2852954961673335 4.874534331884467
1.1665207966333448 2.852907388355825 8.028346986536853
1.1804113776322234 2.241312045090545 8.550298981441216
1.1700178434037038 2.217807004235179 8.685829237486534
1.1729797923365843 2.1472324501550584 8.94655834495432
1.1598611026314163 2.317406277883196 4.923764702702773
1.1831107211890088 2.4489540361641504 6.866747731603883
1.1648468738884061 2.608696961110852 5.263119199626026
1.1828590079243226 2.2840327853743645 7.783190053688207
1.1689046214437946 2.0432196876437523 2.9183274302271194
1.185113265683364 2.059976270354699 6.38130829420418
1.181670059278595 2.5995825465068756 7.788710083390207
1.1704460280752675 2.5805954969237987 8.555689502675413
1.1619382809897925 2.6310300457190774 7.158979524484442
1.162040085914403 2.616346123549634 7.175640160283216
1.1825147251976424 2.155610406868166 4.968373867761697
1.1617428164509793 2.882713081178707 6.298687103297375
1.1661096665372555 2.679141153554915 5.312187152270173
1.1817947092313628 2.7562551689991297 7.581925795074442
1.1671860067971394 2.6825827410105796 8.087750319536
1.1735395640503146 2.2021149822287414 8.885236937419597
1.1670123470489826 2.444354444668305 8.143984898018468
1.15670332525882 2.3147992114881966 5.782033860774556
1.183095556799252 2.1362328672164175 5.049948412221223
1.1762912392395708 2.774328249346799 5.348433481285827
1.1772777607063705 2.3089871559674626 4.59674406697879
1.1742047237782671 2.8548716258266458 5.308961257258023
1.152509568754511 2.164526231696079 5.215182195334473
1.1663808628454004 2.6062163917724512 5.21892032152763
1.1536164739956878 2.1842237993096845 5.145253635961053
1.1658070770346625 2.6364661954271673 7.84636919367458
1.1826981015005957 2.4463624156411017 7.1302679492746925
1.1806972045165636 2.356675209344942 5.39725210740006
1.1672890533273543 2.7824436261945547 5.413121577673271
1.1539012842981862 2.192049310228462 5.756681004679406
1.1671642244826053 1.9107117213239815 3.8406810147387933
1.174950354186159 1.9407822635694385 3.2817557975686444
1.1697248458658864 2.763509638830662 8.338301588158934
1.1620814110475013 1.92242789662648 5.312457850260401
1.1824836998057906 2.370550863975895 6.254702924260592
1.1843859036565139 2.0605630196852407 7.0333358073661945
1.176005857348975 2.768755584305811 8.677145538701986
1.1585197016349091 1.9374985512494332 5.0002819838071435
1.1777124672525843 2.0388234286181333 3.325044386422114
1.1620172903474326 2.76743867747716 6.319099763705228
1.1787340926073648 1.9824908509254695 8.232554917539648
1.1778961559218497 2.8193081557531565 8.53954958302022
1.1534301387933212 2.1297748149463342 4.6075745115445965
1.171191722317276 1.9706750455186721 8.085507962403707
1.1838092146390955 2.123058992144479 5.607062633617852
1.1779551689663132 1.909246103344835 5.801609407221461
1.1626911568130074 2.5399232242659964 7.169299436270913
1.1777060596306221 1.9877618944204607 8.400338469194693
1.1781208519534416 2.319074144433263 8.627769378643265
1.18133252716923 2.3501541181790366 7.9521306677180394
1.16933459861555 2.754328730314964 8.231789366559667
1.1688787680429604 2.7886944435045335 8.157932886451109
1.1593333635762355 2.340196189299129 6.571655687670283
1.1566267566090076 2.00012595182003 3.4966407692020045
1.1608758251462445 1.9279591553328772 4.697978935888482
1.1826642388112476 1.9631118632014626 5.123762710003787
1.1722695707168271 2.3612589547014586 8.603564189946443
1.1581962688575835 1.943377231728087 5.09440452529428
1.1644907750521258 2.387474344525952 4.9868140866245785
1.166428841911454 1.9641516540035093 7.4038744814698205
1.1830176551053486 2.2762723054442096 7.077479204243376
1.1845336907486563 2.049168848076998 5.851552631017169
1.1637597735270686 2.151391688545665 7.776752798676709
1.18090096927977 2.3390777883799125 5.556321377137737
1.183169790419186 1.9866686631475479 4.914397436323899
1.1608741022715678 2.496733196073945 6.180959751978579
1.176980805899122 1.9144440347520253 6.484328801310403
1.1722070737986998 2.6483529233734866 8.479721269710955
1.1646264340705588 2.100817705932394 3.5671169847282176
1.1775936801059221 2.7517489445273435 8.48053514560238
1.1661715509655348 2.033389637732328 8.078053913090072
1.1802566009342765 2.7513468835184716 7.916518799788452
1.166654839715441 2.0691238299033645 3.280236394551407
1.1704139691541195 2.407600520140899 8.386666866645305
1.1807576292246218 2.2588290150042134 8.125794812141846
1.1609888882788026 2.482203199434069 6.15840478936008
1.1585843709250374 2.0840219502060884 7.055325589545383
1.1638932773508566 2.8000207709857534 7.039914797364046
1.1738859465722127 1.9327690501149475 3.4469356799245183
1.1685368758385963 2.752235670399006 8.025019831237813
1.1650941670373178 2.40527142523374 5.06201767028789
1.1797143278336035 2.7359794538215034 8.052240459579808
1.1571931389757573 2.2509946907786476 5.731570377012387
1.168126176039375 2.48297584869686 8.041885624563355
1.1553446148949498 1.9673249209445205 5.343677381833947
1.1698026718465255 1.9040287333619927 5.581513625854782
1.1604512815131096 2.086649868881044 7.2977298740837
1.1811637215637516 2.4745188740159767 6.184807565283689
1.1798228156071924 2.2851856145191793 5.125938620881319
1.183270785398001 2.1939856003649454 6.7788854964476055
1.1738968061551904 2.0718223371431708 3.3334600878902307
1.172323934558424 2.498036288326163 5.005059250823418
1.182046184891925 2.29498125989798 7.362115482063713
1.1757538992576035 2.781258248367337 8.492320376084258
1.1805413183091906 2.8015354516867657 6.604820415455986
1.159398129129753 1.9872828034115955 3.4554109572284144
1.1659844221679125 2.796616343389548 7.485742273515353
1.1699390163306105 2.678922267414606 8.16333757928618
1.1807345988363398 2.7026867065180395 7.482305094428012
1.1623864057713362 2.493267025329832 6.770887565059219
1.1800816303066508 2.2234366726018466 4.943848133559172
1.1636525919544625 2.773921086688178 6.5942806466693344
1.1571038696749019 2.1889047171352867 5.006050229890755
1.1645745754178276 2.874060031950214 6.207455108011052
1.170168571918853 2.303775274784989 4.519347779853501
1.1783298849463 2.426241704869857 5.314483226529882
1.181285122359336 2.54951910860043 6.7498544224825725
1.165865819804434 2.7563941483447403 7.428685559667411
1.1626748875697972 2.4808768085481825 6.87043339819423
1.1683772930131702 2.328377371209713 8.099206655288832
1.1794416386364917 2.3103986643074492 8.265400144807657
1.1685235690227627 1.974674866703603 3.070141420390181
1.1562463846754099 2.083232139121251 6.544809762860947
1.1637846238371337 2.6811270349930023 6.130173241957079
1.164302189961994 2.6764744619694056 5.966786818510236
1.1598672235608165 1.9847947815851952 6.644265600798878
1.152363290639282 1.995295348047615 4.399828658206534
1.1664366354335096 2.847027393549124 7.476257977145124
1.1599274115172706 2.331951016204447 5.81475018367135
1.1650425900191925 1.9819882781887839 7.374356098249713
1.1712115527418772 2.0845230878841985 3.3938146083481016
1.1701683602440127 2.650341843679392 8.138176137167987
1.1508949138057474 2.055748874120149 5.076330265253246
1.166188824387807 2.7408478207788267 7.439460970226669
1.1604098494349042 2.122029722452891 7.12543873877522
1.1682057776707566 2.7154056054679376 7.818154503440997
1.1783505305864677 2.8587882330519117 8.112964082426387
1.181502379722129 2.3658694499525974 6.34645512718723
1.166061438432264 2.4962317538127756 5.369746238860817
1.1805591522271122 2.544660042296032 7.588548570405395
1.1771866627508163 2.773918272739267 8.298140751820341
1.1741166433499985 2.313103276839324 8.521209731909867
1.1521539668681189 2.076559357439061 4.8453065270715925
1.17569283362909 2.512647690159346 5.2336827578803184
1.157700681416828 2.150991137067176 6.48913225747787
1.1630345373903408 2.4042543580821794 6.988604189460254
1.1628734825241462 2.5048985961803774 5.9918153736093736
1.1692802481875393 1.9606725809378238 7.480020970425386
1.1669744984427608 2.2904341137873425 7.85474916753374
1.1605569558200841 2.17948273698701 6.961812492374797
1.1774765254154478 2.0132855278666786 3.4167513958211657
1.1828946786103736 2.1018766115287932 5.218999792556321
1.1678867177797043 2.738477950361265 7.712585053837348
1.1680073855796558 2.7978406520239667 5.718339397445309
1.1819022620660644 2.303406418288984 6.328598834718614
1.1615565611380614 2.297647254601619 6.818874741495085
1.1664899696716882 2.4304764574855255 7.630607890433005
1.1733668971253575 2.6093422122369923 8.340765433289054
1.1772021432379374 2.6572076826489517 5.649551604601767
1.169231107797639 2.821884477941007 5.652449971684948
1.1640027526139605 2.540784127845802 6.939979895680976
1.1807086946212006 2.596998223752928 7.121440772766034
1.1810019102238065 2.520951512924176 6.918828486140114
1.1724170221039432 2.0242995765594114 8.46169848407688
1.1762465087418508 2.428864535824495 5.146318672841343
1.1667817896744075 2.506109838682941 5.390952160371576
1.1649144478084623 2.7262338749230106 6.176788050877585
1.1545069432763284 2.018542327744096 5.956354663678651
1.1661630595166734 2.7435668756317795 7.27593283748762
1.1781561969955754 2.622080914248861 8.129527230426934
1.1597757194612481 2.254713458087312 5.365916025262294
1.1576329242964354 2.0631192349394234 3.9306063713392287
1.1634262574412952 2.4941844299982776 5.914238139674989
1.1532425898200418 2.066928583687058 4.5653142316479745
1.1731597859897347 1.990595075761655 3.126710754096626
1.1772473365984353 2.2722035131230407 8.427989605978018
1.1663850586365263 2.6568812842962903 7.361174910374494
1.1534727614694709 2.0322010837410645 4.239864185863146
1.1672876034990989 2.2113279721010826 7.925781212021624
1.1653124617907087 2.501272214279978 5.58909949537281
1.1826230551287753 2.1604198234044976 7.25531738526394
1.1613825527982011 2.224148125752553 6.895068751110587
1.1669244046406466 2.774376757700426 7.390587254838092
1.1743107706189828 2.7669876845477055 8.272686757089325
1.1829560148249547 2.079884593282898 5.164510788593612
1.1747890459082062 2.014708224900785 3.2355082225916103
1.1752897987643751 2.491565223397318 8.358301902945326
1.1676379071208292 2.7140057924200893 5.756007706910896
1.1543288747159055 2.1076818837493763 5.124833805436596
1.1556514275877487 2.0470520353748913 6.246909184030825
1.1756729131610018 1.911282836630909 5.685211577896755
1.1527169015385403 2.038664095910559 4.510225788639575
1.1675534486748547 2.8072266586607366 5.895852504164095
1.1727468055721069 1.946688908438662 3.454125426062916
1.1668467487764558 2.8606700858057716 6.087841003603359
1.157751866169008 1.9625347816192504 5.016359077217384
1.166655029188032 2.6567308986230955 5.823112524761683
1.1792079405865823 2.5863155703431127 7.800230973242488
1.1619528808054116 2.2917393342845584 5.309917212278039
1.176272580870942 1.999916824993051 8.274189110027896
1.1712535258634316 2.866056349395281 5.69979458232198
1.1618783543572726 2.308370052880442 6.641276487576892
1.1692425119274548 2.8836506363142114 5.830315783852509
1.1828323071758933 1.9952479698448524 6.664995366248361
1.1658546250446222 2.812626339769502 6.401076578798413
1.1780138857116693 2.112610381071809 8.457530895711951
1.1666899468285628 2.192925886535876 4.3131947583124735
1.1657268569094508 2.7820379490690472 6.780078408185114
1.1707989357009252 1.9712098314170081 3.218371742676588
1.1688366590263843 2.749247224432059 7.6923739302776255
1.1777536602094332 2.0441871660027062 8.453294283355625
1.1728307906139666 2.604020977182279 8.176081848770046
1.1766267820787424 2.5665148070761328 8.195850837054431
1.1814798757664993 1.9784094469559839 4.824496143395875
1.1685125842342092 2.3288834325898704 7.888732386478528
1.17771802843523 2.6802245294357494 5.90832918583463
1.165919084074265 2.359505892343663 5.1647318478603275
1.181277148904158 2.1589061030469323 7.703143412666362
1.1809257012716259 2.362828098279597 7.2083754858805555
1.176030596565198 2.7257797081036514 5.7438474503192385
1.1655746963113591 2.6621780528507837 6.8548100804690275
1.1682397115289125 2.6427620514788046 5.676052478911624
1.163667403468805 2.2314164727736943 4.787907890036847
1.1746877772384516 2.6158133755588207 5.516914224725111
1.1801166276383634 2.2112265801325046 7.939600607462273
1.1618633847041846 2.3076028971032927 6.5016720384991284
1.165139590244188 2.3199543937653004 5.1006677512346545
1.1735348005279127 2.283807737698088 4.655089856252854
1.1554047475987803 2.107279624402662 5.005429288601853
1.1739213678468694 2.5334539546223276 5.349060438395275
1.1832335810869434 2.1062818288878917 6.057927656578787
1.173072612312154 1.9570998466156966 3.4056700906847883
1.1630527824138073 2.0900860097382177 7.376985503217005
1.1687255909621785 2.4059736177113744 7.812352335799906
1.1777928234974906 2.7899002905499217 6.093890063128448
1.1778461150442872 1.9542665555863359 7.233619039763498
1.1796879988703166 2.7179980476405428 7.178766361421648
1.174657917003358 1.9857305626154353 8.041037755459373
1.168466797354959 2.7352526189499624 7.519129037087602
1.171239349677434 2.306548266177082 8.15257997580377
1.1793289961074724 2.046864299277642 3.9742639307389
1.1658521775250714 2.050899417478257 7.74461776038749
1.178413109359425 2.884172869497272 7.652625557494789
1.1640203688731967 2.4401632472594654 6.653477388256482
1.1706754075335453 2.7366076362736926 7.864539305257562
1.16463297475812 2.4826239807305597 6.771829450628449
1.1640402057574954 2.4651006502373694 6.160439378298687
1.1666090588740528 2.653159421748573 7.097832450045654
1.17364914871442 2.7117922949897233 5.651172158917765
1.1683422872592573 2.7235831070872822 5.869464076377183
1.1678761315381048 2.765494934917591 7.343503817738977
1.1689002131414332 1.9571341929100234 7.121095582349
1.1664206845838743 2.4213029559618633 5.4226226925339756
1.1664865192431018 2.778330808611015 6.443406068075495
1.1620416942395342 2.1800639281527174 6.946375510638752
1.166194148227878 2.7350488901998 6.6109715087953695
1.1713943636492292 2.6956301951723285 5.626743119642516
1.1798327796577353 2.607404210008029 6.799380081608479
1.1670378047839414 1.9775497688526622 7.285802405099229
1.1667420719906039 2.3697073562369813 7.44622827820303
1.1806902319650194 2.3258530601313776 7.285205999601176
1.1667503644668793 2.3343074616182076 5.090485011174803
1.1695536545576795 2.3953143259524046 5.106380778675209
1.171619015904934 2.8018932161535446 7.9077177901771964
1.1792876328038475 2.764359908915372 7.19018336526965
1.1684199267004196 2.1025264739791485 3.7512819435164744
1.1783927232224345 1.9708099092124365 7.46174055469057
1.1684843764628177 2.4372567836629666 5.309648833573926
1.1636528485204936 2.1299326976954083 4.197672616315847
1.1748005322211064 2.457517154887725 8.168075288427328
1.1738962453165402 2.8204141241863314 5.8226417333348905
1.1708930117437897 2.138806365919969 3.953843816526023
1.165647617829098 2.080519863017632 7.672481142826538
1.1650916618041702 2.5308942018223237 6.451126357080684
1.1705919916479002 2.639860596336778 5.627520516688854
1.1723866373145335 2.8214270732871176 5.810089567438739
1.1611258903391477 1.9712624392742915 6.079114724197128
1.1815301530133482 1.9971366984303947 4.7964366325929895
1.1711351265202463 2.4755178748375135 5.294531383712902
1.1698337327370387 2.413062696503654 7.84482239322506
1.1732895372040102 2.30243180971545 4.795528566078183
1.1636625541043089 2.3943836847416042 6.175080567120283
1.173750442891421 2.664538392981795 5.659067952673109
1.1689515420550771 2.7395085829267556 7.471465929830101
1.168019688892804 2.2683109437439377 7.720665718786458
1.1719087266350836 2.0469288030052994 8.307156404618247
1.1754960226779527 2.7335075869201537 5.840402430731222
1.1687966702192893 2.626307381024938 7.499366275068539
1.1653200442093055 2.2203912522331426 7.357501805305494
1.179098937935005 2.619434754704461 6.567748713290232
1.1787995050632296 2.5666547170067595 6.276311034828469
1.1696313173215285 2.6913638668876643 5.808240375167282
1.17689705954596 2.473709015889079 8.016516827652733
1.1608647664855698 2.1745627766542475 4.921573326677581
1.1794055163622492 2.6053317862863294 6.678693083593327
1.1758697776719045 1.9198543293254493 5.603547414237228
1.1630547846269208 2.0822429710390216 3.931184831008192
1.1665234773467716 2.5829037955831535 6.159298726666943
1.1761723116074323 2.692110587803821 5.905093766113945
1.1653149602541162 2.3407669211737456 5.396110029504042
1.1672555450712037 2.260487732820142 7.570012775558933
1.1605819370500874 1.9729881484639382 5.8899759522922945
1.1809495733619406 2.289892318606795 6.699979859635093
1.1822033423859482 2.1380478274961314 6.846250786667635
1.1718860431121298 2.2530499070285837 4.618192099757364
1.1678261392211342 2.7234453197256188 6.193436666068667
1.1710279060375832 2.063955173161759 3.5081308118877335
1.1771260792465756 2.5394355893625775 7.91452498041272
1.1633794861637579 2.2888250379540103 5.467402585170207
1.1805679958376516 2.0136674593226003 7.604638634750012
1.1777410030798265 2.723400452889154 6.2639851552082355
1.164350945609554 2.2054365613539364 7.164433421753046
1.167469634638638 2.3426802399384963 5.178552578507274
1.1771896016002277 2.645639542692864 6.0217062004682695
1.1765315477634954 2.7625319513129507 7.832032270680195
1.1741748722191716 2.706531716570422 7.935622449878046
1.1719944307254315 2.7080470704263653 7.823115427199122
1.1648265245489213 2.3591378624547064 5.6122936316019825
1.1703903337621009 2.52150468884638 7.733598650011874
1.1780970620800162 2.509573572305161 5.966305086925058
1.1619897402332646 1.9668040171108565 4.0523962470760395
1.1603204834932221 2.170516435226395 6.315650281819618
1.1785157449932346 2.6882795856872588 6.591797554349771
1.16168462877415 2.0952959715869053 6.933802216834399
1.1683196513878595 2.825185770844289 6.347885350979897
1.1776207838746489 2.361452008553396 7.959387163313041
1.1672748980747865 2.6923803095648893 6.517070580096485
1.1678363903835955 2.7811690794425763 6.808425088986002
1.1785637002993807 2.722510848311235 6.863371417765112
1.1682673422573298 2.8894442683870896 6.616293972971871
1.1598023686943708 2.12368849368882 4.6981093147544986
1.1602319528077607 2.192596852955248 5.584764154732117
1.1651683337933132 1.9549349867074195 3.92535544064809
1.1735765240170777 2.617182107368519 7.908830404147105
1.1816385429199203 1.9847659767608348 5.418730829454759
1.1729146635756527 2.1616251929727786 8.235620267116882
1.1681119820556187 2.084137548348613 7.883683220532186
1.172946683484156 2.6499913270054636 7.857120169379424
1.1687242128891664 2.5458509934413045 5.7401948134578245
1.168728830796017 2.2765137195558736 4.849900702377589
1.1617901316003838 2.0682843299630305 6.965709149207136
1.178836195819863 2.489901543192249 7.4230646049452265
1.1687391380447618 2.5612889375775287 7.376745539437341
1.1725023397921577 2.869975400075487 6.012953497527743
1.1807691567014333 2.2625642324106128 7.033371462772642
1.1639861755856908 2.295203006958479 5.497818403704695
1.1799860601322931 2.0685580662527236 7.921773699961946
1.1733753933898374 1.944798352325355 6.896514333442445
1.180783146615405 2.1359491426235406 7.554969836561941
1.1766254361416966 2.635264362846417 6.0001031844376875
1.1558018037623154 2.0154462137972686 4.640154878167401
1.1615950862809117 2.1580276230480155 6.64182276780191
1.1686060183958962 2.674952222577512 6.075619144188918
1.1675207969921362 2.60959380777578 6.924776058032959
1.1805446227000373 2.285288677138951 7.017214463928102
1.1826828835741736 2.096748634002381 6.436500859126554
1.1713052379373754 2.064298790936526 8.19033770968127
1.155331825030619 2.053673846519506 5.200896034609503
1.1727217195503452 2.6734095082074525 5.802889480588178
1.1641706638317035 2.34466900436752 5.932762126631134
1.1734680454872326 2.0534007038111146 8.287747055412314
1.1659887737968488 2.122700148546229 7.51393195034526
1.1783805201951887 2.203079651781016 7.959341856302009
1.172573886818495 2.0068826240168587 8.016022730183733
1.1717199841492492 2.479957387321932 5.456344528241207
1.1745585839646222 1.933913393506047 6.4336799485793215
1.1828003216676466 2.074848422170762 6.475103846976586
1.1796849241958554 2.269228139793973 7.54310216314868
1.1777186696314978 2.5610838399401383 6.116491056211318
1.1671958653277985 2.572423967942459 6.2725600456971105
1.1781891559635014 2.420762004999954 7.656612094378762
1.1801976455637264 2.2181104678114916 7.463272361280671
