mu1 sigma1 mu2 sigma2 alpha mu3 sigma3 beta
1.3210130302584473 0.08861229035991551 1.557393704792504 0.8732905452939655 0.667906021466102 2.455766731277608 1.2421263113953622 0.2291880712247514
1.1351393765861477 1.2657634001050384 1.3844671070489425 0.12339282156944134 0.036304367790984754 2.01608132234942 0.1785514972050503 0.8947239399894548
1.3057055553416659 0.06989487694852216 1.7903709530025318 1.8489107793393833 0.7217072614206876 2.3217362472618186 1.299511483027269 0.09652125919526076
1.2506933080389175 1.0779631304984558 1.308392325199499 0.0954585016034544 0.16974977326806479 1.8119164498386584 0.08186341353880247 0.6056931494881429
1.1743102750660503 0.3158406975494019 1.3173754416626742 0.0418072428799639 0.16842601326823084 2.041912213581639 0.654442994927626 0.6547453237926246
1.3473063640144232 0.058060662609780114 1.7527908420182134 1.6452522608845834 0.7757907726640453 1.8828509281311332 1.863440804538457 0.1695175414546354
1.2053447013414784 1.8142270080854215 1.2852225733680651 0.0755569945314464 0.030936623722949752 1.335688644361889 0.7481174375612134 0.7227137570157405
1.333305473535883 0.04138468851420436 1.839444108676522 0.29362165186742345 0.7581309125923547 2.5450968857901612 1.347768685108134 0.15107325722211828
1.3543489675551346 1.1074721345086047 1.361985314006079 0.14329997579651405 0.052019487019800026 1.9026549479802046 0.1984479613346826 0.8584865764493029
1.285939449295639 1.120609449407035 1.35811677666022 0.09099335233726515 0.04881744706552105 2.0517087925600475 1.6579235027493413 0.9273162596989741
1.3042196809150606 0.05768300458559934 2.1707944979230995 1.3461250965841935 0.8138594579650653 2.2695661209065663 0.8351918641418951 0.08851824601584117
0.9053279656669257 0.6487443259103954 1.3351991903245233 0.059855843966781425 0.506638883651571 2.710300900382298 0.043548189376873526 0.4920619695229425
1.277166371030685 0.10284367568774008 1.2979705777711157 1.928974174918043 0.6922514824490869 1.4390860532042526 0.28486047616011123 0.017152545822223756
1.342945835838849 0.12374480636699016 1.5267566563017871 0.47402981167312624 0.9304824990707802 1.7533669636012132 0.36624301971233797 0.045160838685606254
0.9593050781826786 0.37677968444375914 1.323050741199689 0.06597175824776605 0.1768596805693913 1.5707755130760925 1.2008081381129876 0.6461867728893494
1.3383104516583935 0.08183055234924289 1.7739781054054387 1.5733203694814308 0.6675216959570727 1.8354614741958926 0.754309935131998 0.2208973667744507
1.3137956039879772 0.09002243939138514 2.0565456239875552 1.542477342502103 0.758484171554937 2.743362646177999 1.4615786624181073 0.2392657339464843
1.0467677327413027 0.8836174900353954 1.3468153035587107 0.09104658363569988 0.026204634142080366 1.9310038515487915 1.0175214066478082 0.7055288235387079
1.2001685465853604 0.8941345444738504 1.366019192816448 0.09247137698456778 0.20199820385855494 2.316327599080299 1.9056068057569568 0.7346809372285896
1.304421906061676 0.09692544354139465 1.641840721492469 1.0322137819756065 0.8097222273127694 2.3641526164580364 1.5746605931413382 0.1782789923400301
1.0497341088481356 0.5604281112173753 1.2778200236022235 0.09415465411623287 0.13389280954065297 1.5821548570204191 0.31526952819860227 0.7515644337289031
1.316694972913246 0.0448302039929351 1.6991548175263602 1.903880000969331 0.7176853461716157 1.7481431356482955 0.750438869770015 0.10004504361205803
1.0689206696598306 0.710481861268711 1.2913974141937237 0.061697170634814516 0.3491775837237195 2.7801589359942103 0.5160662738010606 0.6325964681604931
1.366533813130724 0.14230426910727856 1.7392103090526763 0.18357553909247395 0.7989209742522206 2.737882506173991 1.2619619983705506 0.1895702918984199
1.3789130934118532 0.08788930254127923 1.4141018689339453 1.1546384293228205 0.835448302336207 1.660851894331107 0.34583126324996616 0.12376759556866844
1.2978998231264554 0.08236935834977334 1.7346783780048454 0.8192237560762822 0.8634065223532467 2.3311817803105184 1.011159582897464 0.09477607345440699
1.3746070304674674 0.13519272256529435 1.7804387735807685 0.346457628779732 0.8552388243112503 2.1141783883582312 0.9910679091266764 0.14460557629973647
0.9138910636945726 0.2743083310498508 1.3228754461616479 0.05708897193327646 0.031772121823406496 1.820626404377316 1.885551557739508 0.8326685070093279
1.0979727224654594 0.8660986699151517 1.3182285029045526 0.042187371292618216 0.27311778682582727 1.8429554977197093 0.4602467749906997 0.5824215772822635
1.0682444605117132 1.8647611544551024 1.3352910274394563 0.06216925996064429 0.21687682978368653 2.8801968527708093 1.324738559170672 0.6944734953093449
1.1541819329223333 1.5375977821295428 1.3081201742625377 0.10799198149243676 0.15963950157650372 1.744939729740881 0.190153692394975 0.6442839057851278
1.2495939761469241 1.7598523146410332 1.3161954454759768 0.09490682262728828 0.15291100923743856 1.375160079568505 0.4570030931172829 0.6237869649384332
1.3488156038789743 0.1048276375117694 1.620607940667501 0.27002005935525675 0.5510838058872168 1.8830053663509356 1.62349234777557 0.36676892568984815
1.321481206702796 0.06366721534694308 1.6611592044743086 1.4499341144188884 0.9326682560037797 2.0854953323727674 0.4874075323453279 0.018924636341747826
1.314766483178413 0.06556143787933229 2.333429685860126 1.620123294088217 0.748876734621364 2.3451016127895894 0.706339450877394 0.0820366777082327
1.320941049522964 0.030559412593540017 1.4939866592601523 0.2798563714064943 0.5621764217448377 2.6792806011356474 1.5496928922372606 0.28485229811567553
1.3242343067111573 0.05783087868793639 1.5045572315081959 1.8592575934903883 0.6784267734265397 2.0547573685551805 1.435405702740613 0.2249747869761897
1.2579525462968388 1.563162560093077 1.3054923126415998 0.07265966289000018 0.27323908552161685 2.807432793639095 1.533619183876774 0.7063498720484634
1.2407679463186787 1.1596221802358342 1.2946448644014368 0.056705471321695115 0.24159805922439218 1.3173922285278503 0.24129227589904623 0.5889238757135254
0.9923751666823345 1.400401838986415 1.2928914720669122 0.07143480891449866 0.016378987751652675 1.4412233313463059 0.915580912106979 0.7122398714121982
0.9562771982060776 1.5648228714309989 1.308012972034511 0.0951928614135275 0.03062099794542906 1.6233223333000315 0.6467808941315876 0.673012288984698
1.202995010713077 0.43067613369017166 1.3298226000651987 0.1120383472406703 0.13137278734864774 1.3518235976276816 0.3324697385099474 0.7659069952371819
1.0503986610467015 0.7049392144076133 1.3097525751412418 0.0910680263968574 0.25329011485382075 1.48717714379855 1.9615197997510632 0.6767279489370233
1.2768319136039394 1.5993256489000365 1.3216036773735143 0.09896139941464525 0.2059163382339621 1.7234765871634958 1.1159432320416645 0.7921007371791635
0.9785677027289194 0.5900832785223687 1.3316326794213145 0.099024340200647 0.08825637919700546 2.2152281311113784 1.4202864567457303 0.8799237795598321
1.1368694452196517 1.1228726915088265 1.2819321939382131 0.07294281530994998 0.02488445242222572 1.6711045974371292 0.3886514474529232 0.5504167791144997
1.2291395943777483 1.0238844732820473 1.3351658901158185 0.04020312541489452 0.03921658832338732 1.3752189494090366 0.18444473760209157 0.3128474084440787
1.2440260868463944 0.8013277581109384 1.3139096849611647 0.0588783777176295 0.029012340001735228 2.2860410611632407 1.5271038686112872 0.7167117161200809
1.3151170265426013 0.09527211997196817 1.8586193632189625 0.3006143258614599 0.8768799594758127 2.5076144456680742 1.9447227725996006 0.01014596238321956
1.172453294829039 0.5615586080372937 1.3293569503704936 0.062435310562525236 0.20687484855156765 2.0188255629038756 1.646213322444361 0.5845620850679449
1.3022130788945916 0.28426032395969253 1.3152220794475666 0.08637542349049711 0.11835509193884462 2.4447259700673287 1.6465099085757868 0.7059365172884874
1.2827868450956041 0.06365931717352366 1.369086607896957 0.6880345652250403 0.5825934752311684 1.4312632199232338 0.43594761135407034 0.17539095092290108
1.2105037935246952 0.48115581261283374 1.320613280424286 0.06586193831576966 0.22395439932608238 2.758867352029759 1.417527216873766 0.5940575130009478
1.0605300069209638 0.7551540659110146 1.3605672335700256 0.10874698812637484 0.18479561672133926 1.4300132393609082 1.0190716179274493 0.815163865827568
1.306922122559853 0.06545613864347345 1.5479326931541517 1.6152699082674542 0.7868960320038477 2.77777291133693 1.3279353593130383 0.12181508343450337
1.298732478664275 0.043496119070134044 1.5113232445441565 0.46199576212917254 0.4873392281686595 1.5181580044689358 0.023846819261449013 0.38098979422092516
1.3469206953415376 0.10312192194701958 1.5517042211829 0.1071737683478177 0.815504855038724 1.8003426507425024 1.354960586634649 0.034865914607809266
1.2600673340004922 1.0675251193149802 1.365296636509455 0.060534252080388574 0.08318516033022347 1.6673564307755557 0.17528062572764727 0.8382217631514307
1.0536402884379008 0.48811010544592753 1.3221303171957262 0.056266113064273544 0.1973852724526542 2.1097490575184934 0.5944316303286231 0.6007406986439108
1.1816911103051961 1.0039382043185991 1.3218640258052892 0.04640278438180482 0.3602911068146774 1.8830515336735516 0.15060528851290586 0.5859774420840327
1.1296714493142928 0.44485440618666794 1.3059683446373869 0.06842123428563619 0.0972315035442256 2.6249833986494644 1.3273290479349107 0.7353818430203173
1.1316997789277174 0.5101660231848332 1.3697532641948045 0.09080201083929289 0.040510268708800624 1.3788357874095978 0.6507669847721396 0.6993740182219514
0.9439497619318284 0.6021949795706761 1.3031822000429132 0.06253393126176247 0.4003194890386186 2.625648671032641 1.877432490616511 0.5836421688615067
1.3181147500358448 0.054946906537637244 2.0452416160804128 1.2163234201073165 0.7873866812018532 2.3223403535153295 1.9009823209821328 0.03064494191034859
1.335797174452829 0.055569991225268615 1.5363820742771734 1.6299278559542565 0.7462893027342898 1.6231961833646351 1.822745905027944 0.05217486641778471
1.2675739635686578 0.5872426876661196 1.3677705693309123 0.06593900794922487 0.15141224312488694 1.6562986864456253 0.5476230859263916 0.798599811311157
0.9962163250870109 1.9336934036617521 1.3432865364514663 0.04722231982802658 0.1965015196118794 1.798484965353984 0.04021727598561065 0.6793142026948028
1.3022224199682124 0.11739999792803985 1.5170474481451777 0.38157157171716455 0.7307852837349 1.9030832355450236 1.2804287789990683 0.2442134328644259
1.2133629016469427 0.9678361488226133 1.3561695479948075 0.05262830050875152 0.1302537996297683 1.7516006557650947 0.07806667303122963 0.8131468348792404
1.3133029975936572 0.07487012089892407 1.4229549147994045 0.5082039917259453 0.5779857141556668 2.066429543448246 0.7779709594116606 0.24676688173789083
1.0255096044327505 0.4610166942785263 1.3097426478209044 0.05056787613799061 0.1580608089393965 2.014694164025 0.8862752254612172 0.6936384338263999
1.3469631847978971 0.09207751693702686 2.098990705535124 0.47151945246886195 0.8072235807432985 2.145653328679944 0.20502450863002153 0.05083642074571702
1.2136297673677656 1.8030869511993692 1.355463387285801 0.08690974141726569 0.1308270919717408 2.6525732221263776 1.470797425565321 0.802021761574465
1.3152076338138665 0.07552613521905238 1.9885805966039718 1.5621997163273467 0.8962615048878466 2.202423318652292 1.1079215902363722 0.022260596174295696
1.3068395828334252 0.06153441326433326 1.7852130910272415 0.6676753237516546 0.681890839839011 2.040211268460472 1.043048156574168 0.12524408412318908
0.9908982057516292 0.5508417706106762 1.3584388277435355 0.08519844655563243 0.27547231366028085 1.3967345298532998 0.2399964708657683 0.6727032053134272
1.1008676704995115 0.9366904855778978 1.3514485931608489 0.08469696413377564 0.1888340335374665 1.5553200671806526 0.4931638217425227 0.6027089621437576
0.962867186187506 1.5500182398748457 1.2995461447607086 0.07168944107745516 0.2276880932069707 1.5518202402292949 0.5207041986735856 0.7646235412029321
1.2194916050589502 0.6013549922673935 1.2655331745596823 0.06918629150570338 0.21960149938371612 1.4415899418975866 0.08989830926122792 0.5280267512872276
1.0802110172337247 0.560555863589719 1.3303246032036717 0.05706730011245324 0.05549389696674377 1.3813727422629505 1.172186158237493 0.892512228685514
1.3241893884277716 0.058915322707607305 1.435401067447692 1.765189779880982 0.7058753627449253 2.695008700502833 1.594660064673526 0.23708168354961004
1.022131032057164 0.33053563560822524 1.3564197404721323 0.09677757205583737 0.023562544106834126 1.496307523168026 0.2967517675271122 0.905663767029487
1.3163051198113678 0.07435600223957727 1.8724022019241744 1.4129527040743595 0.7562402217398552 2.722441175741736 1.8897245790304582 0.07278614501064382
1.3353443020590314 0.06713489872312749 1.9118396177927144 0.6415280460535004 0.9312949514967425 1.9491717486498281 1.3650347835525452 0.053800691229050374
1.324804249740863 0.09594954683283724 2.0295844946075308 1.2299390737224498 0.8499348835253505 2.3107803218878438 0.9520915860164215 0.030313547464780065
1.1607761396954854 1.65077293972696 1.3109803826663056 0.0633040929804182 0.15307652495786842 2.4888136987863194 0.8913551512620357 0.7521008466060192
1.2041154142388073 0.9028937961007758 1.347804967716788 0.09719807399092562 0.2943161824628467 1.7371725265561238 0.29722555298955877 0.6924751036612117
1.276427533814224 0.08000952155289272 1.6338130370684942 0.20112688042291368 0.8213568497700052 1.8521830956313017 1.8470195023717118 0.09759133851740955
1.3545442906996854 0.07164003274888414 1.798012037915934 0.8715403165983172 0.7784704491425238 2.595418278820011 1.6937533133898734 0.157342035707171
1.302466694454128 0.07001922797510235 1.3501965738666113 0.075071285281302 0.035091114426553674 2.614867605895306 1.6842104101779185 0.7830629856341162
1.3280505339708437 0.29118130817143806 1.3467280746877037 0.06537948492741219 0.11622421168456075 2.1475303606643594 1.530780649665537 0.6714994845448103
1.3322849390685196 0.10166081828898314 1.9287867282100701 0.8363165544835258 0.829807849992811 2.629150947021483 1.0386667004350332 0.12208529370668045
0.987427055655828 1.0712415051466535 1.294540309238462 0.09220863099202359 0.16412028663695596 1.804545999448136 0.3386193553030118 0.6950227730600617
1.3417972613794273 0.0663236429738837 1.4903144660683019 0.3549367683137699 0.5220372637161531 2.2485434824710553 1.5429010058622998 0.30358310659983856
1.0181350866542351 1.7773302651705913 1.2906227615522965 0.06073290293357003 0.049925949806769655 1.7271524398048297 0.3393663470838275 0.8823145545321203
1.0020993340040076 0.7057534339926829 1.3566781821639662 0.05949821852413134 0.2879092222190361 2.103038642225479 0.08664439920212076 0.6975553620484574
0.915616015897322 1.741246697503226 1.2970669656475011 0.0697421541254899 0.1740692051366775 1.5891147128926981 0.6202186464536507 0.7599253639603049
1.357198522736474 0.08343116103053362 1.7445838366377915 1.3000442536456176 0.8589902380152461 2.584699159196833 1.5091087230737612 0.0984510294092075
1.0746712691550575 1.6963139603013386 1.3193167905329624 0.06385638641912895 0.11323659321140736 1.9932442762149658 0.4827702580575634 0.644195141764696
1.3183261245334856 0.10957449858407387 1.4235313212289742 0.5326507797363068 0.7619213939557632 2.2516162267981534 0.5474064678973722 0.19214342398884388
1.3284181105285278 0.06898485518192952 2.1498444202219407 1.542709905631042 0.7665260076825763 2.3835635534678272 0.13456036403050303 0.21918861972599682
1.308102249028736 0.08718008583127136 1.9138983944597698 0.8701198730659097 0.8817939713270672 2.096344839018205 0.1642518998807756 0.09111732609142198
1.3158403456328154 0.1842686419982067 1.3264432564078346 0.08833123050070761 0.08453094385994976 2.0519349253263623 1.8557852999237725 0.7885026579911846
1.16641801283742 1.6004642634834798 1.3212833808587725 0.09508543535619254 0.10947369169212497 1.7856621704660969 1.161095032195827 0.8019648179265787
1.162138975668411 1.2505467608923988 1.3150767482645949 0.053334803026138265 0.03233699635449879 1.6445501323456133 1.5997648093659105 0.7790302606307241
1.3697867219956197 0.0769975579223778 1.837567453230288 0.36711474883445244 0.8859591147691368 2.115867420791155 0.8441532416984704 0.060393639205266844
1.3262098020691167 0.06110399334087581 2.2157574320691826 1.4797213330841958 0.7898027329274023 2.2882495973157075 0.6059239376507555 0.08737535741339543
1.3560532472262765 0.09150235046910196 1.4447493550640038 0.19289867239392497 0.8146422149239503 2.8486111227516746 1.2707473033109686 0.12257356643814307
1.255575892187239 0.3889074511231402 1.3457634528205475 0.05045919951726711 0.26811467368973146 2.2339853732117985 1.3836897327053366 0.6149027085723022
1.0958189744335398 0.7076538746545182 1.3539708522191602 0.07171703069269572 0.0788198972246004 2.600705248064008 1.7732945246734886 0.8729569386884471
1.3426263311713431 0.057100417078140134 1.7984086829132881 1.518934947446628 0.6916215623149116 1.8176893440673023 0.6683457081941245 0.047001715876728724
1.3364383728893907 0.10162767452933347 1.352668871409919 1.6421238204910416 0.8396008213832313 2.045870566303305 0.906155840753823 0.04788364929208144
1.3399290286735372 0.09433863943633759 1.435499235316603 0.9120028136174416 0.7509383449025655 1.6448663959366914 1.579113931409035 0.1099165121289029
1.32479629015541 0.08012557331030042 2.421312401720969 1.4248609593988983 0.8860057184911488 2.7569134036454055 1.702068012889497 0.04214642751682129
1.2586663001406972 0.5634692642758377 1.3240856018624183 0.07105068775453696 0.21134616486199598 1.4111382599430655 1.9474276785953548 0.5994876218027647
1.0542312402938465 0.4410069425138115 1.3030945935059473 0.0848342957335175 0.07622649712979417 1.4566913713074339 0.8639149027428179 0.7612893684250043
1.1734807006642258 1.097328829114564 1.3314987709996287 0.07672549700394753 0.3134475199083465 1.535436814199143 0.535290649496805 0.6266966179608667
1.3139773468326224 0.059550797982942986 1.3969489104230568 0.8532762725699313 0.6913947862395109 2.1298791244538493 1.28860072650713 0.11335738047017789
1.332006188546082 0.052355694592005585 1.77894751542552 0.5352994672377394 0.60940077219246 2.008918592631317 0.42397047387674414 0.3303619597065643
1.31254251269779 0.08158638448560851 1.46573967259924 1.4115660901881306 0.7752159026267543 1.4800367065797124 1.7090157275149125 0.058733128261410354
1.0872196318382454 0.74563730407507 1.2770708941479199 0.06347921758328708 0.12963090672035832 1.7031459663686395 0.11770453909740672 0.6816661406894102
1.2461572863196448 0.5213566287882743 1.3747723129335803 0.0759903946775285 0.18006493679292018 1.784299692986554 0.18017121693576418 0.6493387752863717
1.1161287767358872 1.2032325943819338 1.335465674812397 0.07378994808399235 0.05419582703293822 2.6764253839398644 1.6458194161975772 0.7541061217555566
1.3665175631128597 0.09412138010127719 1.5060830606876063 0.8109129555021793 0.732783781606297 1.7885441551238332 0.352974303832778 0.19859225572139796
1.162113208162308 1.1857556547693602 1.3615038180125607 0.09456066658281366 0.0780427117650335 1.7346570636076817 0.779556086202297 0.8705328346612414
1.3041589776645917 0.09792401115242368 1.9122163494167852 0.26421391889793944 0.7420157990462016 2.3679630771219515 0.6502882124873299 0.1761587546537705
1.2747730728844102 0.7649002023766188 1.3410657788929425 0.0831583145489111 0.3754145487102476 2.4488854707896537 1.8424026220145995 0.6243755373530523
1.3063100259416112 0.04526677606892877 1.4021888104222051 0.1615759419062513 0.7451526811219495 2.2042862489324984 1.3577273476539446 0.12633810803324827
1.0138039039616311 1.312278096995059 1.3348337560918402 0.09094703724687542 0.03849200976767615 2.245382066825569 1.8737405243782392 0.7991894547937002
