mu1 sigma1 mu2 sigma2 alpha
1.373014969025054 0.18895311375867183 2.1233097118974102 1.7843328718969516 0.9308414617639171
1.3225183559447207 0.03391350030653467 1.479885088242362 0.7728849049858632 0.5485335757793854
1.294985235698702 0.0520910321329674 1.7733163321153222 1.6798375510868409 0.8374119889422829
1.1687444661840631 0.8974849504350815 1.3285790558483157 0.06280108087400738 0.04374753892173322
1.3174296033956558 0.07435422754211371 1.4669585515026295 1.2072842983543803 0.5535561590265028
1.3269144033269245 0.09176826586157005 1.8782685576772853 0.21043424666322427 0.9892871242368456
1.3038758846773915 0.11363447798402432 1.4446096869403637 1.6277626221404342 0.8168787754432512
1.3802977614632412 0.10184298147222985 1.4504844566858988 0.3108897679401068 0.4209497058946408
1.3701129628736686 0.08665554641229914 2.6962202998124893 1.5421151138422653 0.9241461315775349
1.3210597521023502 0.1200043480886092 1.4447934144681698 0.44322998122604607 0.547537380069091
1.3034704415601428 0.10017939560042298 2.2477976238898267 1.4407909096701492 0.8957340186514401
1.0832968089225543 0.564171628867398 1.383513518520049 0.10910947622366099 0.1659628938896977
1.3912849970645065 0.12610752845777773 1.4868224673102572 0.44559164440015564 0.7518572129928384
1.3719870214142977 0.09171977019590154 1.6279545210965747 1.6441105235423397 0.9247137239554074
1.3034884292878943 0.1092713391376342 1.427951106123714 1.221482843558447 0.812662626457186
1.3766071656212564 0.08463653650681269 1.9779879973356236 0.6067838451671796 0.7605716712539968
1.3292028840648968 0.0546706904232845 1.7174368027909444 0.4391818475124154 0.4477595279713416
1.3199432479566948 0.1095914557950779 1.9837392987514137 1.04377398416199 0.7767316277020444
1.3596735044985695 0.06899532302690309 2.274437029799416 1.2583595078225978 0.8780895776852314
1.3299610647649245 0.10603436822200588 2.0846631913201037 0.9570001125664326 0.7473022302123098
1.3283424110885587 0.13755710526994602 1.6390063953822827 0.4915667195276456 0.8415768899747598
1.3940678367825932 0.12378721492689813 1.7796308569289572 0.3492895729336925 0.832632094650207
1.3672649818042273 0.09005467602971526 2.279223659906072 0.6108808203338375 0.8152906258203049
1.3013906377762525 0.060515563188859166 1.6243559741332176 1.4100188451857336 0.6729079869119815
1.3015241854822355 0.10897843473974891 1.9074257630935794 0.4961698984851224 0.9135557612221982
1.3554030288396044 0.1232724912659036 1.5889937205171836 0.4040453551671187 0.9372932684191138
1.3092557697903109 0.06870923398008513 2.3261932379886434 0.6205245117749807 0.9015952274349214
1.2559553063414148 1.1544795414436166 1.370566581917644 0.07939786568916092 0.24005181494345237
1.3029997379655818 0.07002112346646326 2.124976492986728 0.9809068502848316 0.7171870227116444
1.3266614682633466 0.10287605120740573 1.6272620543191176 1.128187100272178 0.7379980299485412
0.9949187168049112 1.1457937944549248 1.3725087394891848 0.08536676957881296 0.20244179210376287
1.3355229117968497 0.08735869271517213 1.5130711335202922 1.7641081683620192 0.6992508198883605
1.3035000436030189 0.07970204853844211 2.3001177573402045 0.822179892859605 0.8434612182043654
1.3513446634720736 0.07129534855476077 2.568089256512587 1.8366045332850318 0.7763596109848538
1.36198512367065 0.06791776033835065 1.456052243088851 0.18230490089504056 0.512405232191317
1.336778612010804 0.08497471320964493 2.2490011478598095 1.3219761533973717 0.9340984394748792
1.298735927113235 0.07037883607412189 1.8583796695786092 1.4450484353545625 0.8145159672340387
1.2865469672568508 0.0804662248492524 1.3044698345584023 0.3191588339375823 0.6304369535400356
1.3016676190184433 0.06329338908014348 1.864558640315943 1.3052705551088777 0.737571159489674
1.356253644397547 0.09420415948011768 2.2650057235997134 1.375508851916765 0.8116544424706399
1.349421283294725 0.09310927535582533 2.3273294917206906 1.9643406506562244 0.7907425237868667
1.311559030569071 0.09165588925582312 2.0959797216642526 1.0923005220768847 0.8079442953475796
1.327494115393151 0.0654830964657863 2.771195782882998 1.2711022362482818 0.76425404116891
1.3657337462082788 0.082825723938826 2.1515316952117565 0.5805229838843713 0.8929270985663983
1.3320674855657613 0.09252241957772696 1.4543230464574584 1.4909552397281782 0.7277773035763991
1.3462204860202345 0.1055677458384216 1.478309042784087 1.2581342788640908 0.8879886359029904
1.3158087657233815 0.0941050487867354 1.6607388113700758 1.870285543729948 0.8418383425246344
1.3142737453152007 0.09406649184991607 1.997356416483846 1.296329907637201 0.8431976343373356
1.299337522285069 0.11827995634083649 1.6836372468478302 0.35631998533718884 0.6865155395757755
1.3417500765757828 0.08379416169663394 1.7059702992886934 0.3082338202952248 0.9725851260611641
1.0258612736765784 1.2840736137262443 1.340482771378762 0.056223037138051705 0.13418979816127838
1.3228402957616172 0.05583499416849541 2.410121357366612 1.4618501820089158 0.8082563536902382
1.310699943525588 0.05863012847589748 1.4588003299970334 1.8030045162861479 0.7217827278771325
1.3462770644251365 0.08154411937015414 1.933602564172086 1.7368789549761747 0.752696010889257
1.3495620615814663 0.36455004988538364 1.3524057749638463 0.0536687056412647 0.5854012901178106
1.3178275821145953 0.095457683267648 1.4151605061087054 0.32584346717935886 0.450147812989515
1.3849497045315597 0.12386627265216166 1.9783088005351184 0.19410028098714951 0.9176866559774973
1.3429298029275059 0.08910070405491725 1.4731866946854657 1.9161630068035196 0.7625246180498251
1.3791077875603062 0.0889115926472963 1.6906478995075322 0.5080418141035756 0.7810371550581321
1.3422346376835974 0.06779119408994158 1.7468185109211207 1.5330011353369684 0.8880588942731868
1.3528187153827567 0.07277707644848606 1.387324034252539 1.625042472253466 0.7867856981243132
1.1079631121087048 0.7355728832721288 1.3131137688670809 0.08454995247798655 0.38036128703018524
1.3281305585493275 0.05397744522892503 1.5288790895750028 1.0953048369673883 0.6687887528736919
1.2966328952741732 0.12562808720618107 1.6449449023164884 0.2380887426339528 0.6964219104885532
1.3351999650014477 0.0680138053841657 2.304158146965026 1.228670912518148 0.8903480381979693
1.2959729955053807 0.06582661815062656 1.3613069608144777 0.9650000717085048 0.803810674020325
0.9103480831559554 1.5252301144497036 1.3267712101522724 0.09343596037698546 0.2383566895206044
1.3431259576131565 0.0509791750903256 1.8681225181529437 0.523179382857704 0.8356039621503496
1.1101897034634864 0.4713026906169553 1.3540512931194284 0.09014584291774128 0.23801644084260776
1.3255969940555195 0.06064064722994279 1.9772798972717247 1.4250070704068587 0.7269967537720977
1.3196146040194454 0.0701344884291579 2.25781995890798 0.5419079531128551 0.8032320584233313
1.321649072552837 0.0758647677599116 2.4892956013208694 1.8019324052885886 0.778023214348782
1.3560225884996497 0.07542836193207407 1.5812011284585883 0.6600220444047928 0.9185213698772773
0.985096468564231 0.9721036246479939 1.3315483026488608 0.0469091338063893 0.19467673172288724
1.3118410974268637 0.06267947055140832 1.4316658920497036 1.0788170945071764 0.6603443291368907
1.3654519691887135 0.09620421120082792 1.4756620158872447 0.8351612053647708 0.8201551608216826
1.0226317307868713 0.5439816160126838 1.3488874035414566 0.060439844921531954 0.19205207065329258
1.355007903830491 0.06249848775779797 1.4372018100916366 0.7509120189835704 0.8426628769773974
1.3018614692329842 0.05286638380544017 1.544771323407852 0.6828183790068976 0.6286774536864732
1.3436904708634285 0.0811293644721683 2.418719133302158 1.8959325218263294 0.8742379387883341
1.3341038460564039 0.0880851246962764 1.8170661316548522 1.978151287699342 0.7972038105716037
1.3105616899653834 0.07753444734221025 1.7122486678577795 0.98821363529301 0.7253874332791
1.320903631005818 0.11676840136688448 1.62571524515109 0.48108900340160254 0.7558905629734196
1.3099311714378234 0.08199429555973824 1.342912509148605 1.2248265473160531 0.7611781724949378
1.3351647272167209 0.06195745839246894 1.8800273001976162 0.6522585320937013 0.6587481190247259
1.3074657479546108 0.07831291781089181 1.3771105566706328 1.344927141007029 0.7913461106583974
1.3131035605563885 0.05955639962216082 1.3369987566719699 1.163177744273876 0.6752813807642741
1.314648603032846 0.04458141806326309 1.8272596308520086 0.3058171668596753 0.8979707836827627
0.9336504890297972 0.997929109975059 1.3160198689668259 0.05897696783158944 0.39285671987371473
1.3230706619910029 0.06074221682827504 1.734363117341409 1.0790087234639723 0.8860104215106129
1.167500984900836 1.3112822113719567 1.3531085794368267 0.0935389546486511 0.17931629278730457
1.3398957708029293 0.08798654033742351 2.1049789361793994 1.6972335084092378 0.8596715824960872
1.3481478713193311 0.09305537065350354 2.1642891644145483 0.6195120428356161 0.9017293689111483
1.3355512489058632 0.08600451647486067 2.339128069862564 0.9874127919470682 0.8717719723591689
1.3071451252235562 0.34814238443518186 1.3148905337751882 0.08631095771879363 0.44434244632229125
1.3292955398037574 0.07103455597286239 2.6434290985089843 1.9618789514828987 0.8385289508620922
1.2942048039778613 0.09101996037017832 1.5999642231306042 0.49598359797455355 0.8627610832392215
1.134825073584323 0.605739405189451 1.3255426170660023 0.10155715783494612 0.17957717187972125
1.2202986226522656 1.036424288632755 1.3479005342713135 0.09920917937896756 0.17184114342768728
1.339660555675633 0.07008978563584527 2.058760286085837 1.4589271399063046 0.8454298149487299
1.3120488696260522 0.09742873275916056 1.4758805251707594 0.7502490992617321 0.803438741838877
1.3422088659439784 0.07695672017772978 2.264953577528794 0.6802202639676486 0.8364681894672008
1.3217148790574864 0.08246278659779294 1.3943537107531365 1.036083936155764 0.7116361122933291
1.336664288213658 0.0853085307058574 2.016343887392966 1.6328590068716582 0.8487359633787855
